"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Masautso Phiri and Sundie Sinkala, Post of Zambia (Lusaka)","","","Zambia;Kaunda meets Mugabe","1454 words"," Africa News","","",
"Ronnie Mamba, African Eye News Service (South Africa)","","","Rwanda;Southern African Catholic Bishops in Rwanda","107 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga in budgetary crisis with R900-million deficit","360 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Sports - General;South Africa's first speed hangliding this weekend","347 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;Chinese investors scout Swaziland's sugar industry","267 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;South Africa's neighbours ponder EU link","440 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;Top world sweetener eyes Swaziland","360 words"," Africa News","","",
"Benele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;VAT to be introduced at the Swaziland / SA border posts","240 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;NP says MDC chairman lied about family relationship","800 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","United States and Africa; St. Louis Marks Nigerian Anniversary","1974 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;Seal meat testing gets official chop in Namibia","907 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Science and Health;Aids crisis deepens: Namibia's No 1 killer","920 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Science and Health;AIDS crippling fight against poverty","520 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;War of words hots up in ex-Koevoet pay saga","534 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Government ponders pipeline project","547 words"," Africa News","","",
"American Committee on Africa (New York)","","","United States and Africa; American Committee On Africa Backs Nigeria Sanctions","1075 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Botswana; Botswana Defence Force Stops Sale of Newspaper","640 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Journalists Accused Of Conspiring With The Opposition","507 words"," Africa News","","",
"Congress of the United States","","","United States and Africa; Text of Nigerian Sanctions Bill","3747 words"," Africa News","","",
"Congress of the United States","","","United States and Africa; Nigerian Sanctions Bill Introduced in the House","520 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Archbishop Tutu To Attend Funeral Of Elize Botha","106 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement On Mbeki's Budget Speech","587 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","Business and Finance;Lansdowne/Wetton corridor begins to take shape","334 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Black grouping to seal SA newspaper deal today","507 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Africa-at-Large;South Africa, Libya and Lockerbie (Editorial)","414 words"," Africa News","","",
"William-Mervin Gumede and Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Cosatu throws down gauntlet","1480 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Cattle slaughter plan after KTC attack","587 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Business and Finance;Big business adds muscle to war on Cape crime","414 words"," Africa News","","",
"Political Staff, Cape Argus (Cape Town)","","","Africa-at-Large;SA the peacemaker tackles Libyan deal","614 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Putting the world in the picture about South Africa","1134 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Truth Commission: The awful truth","560 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Congo war bad for democracy - Chiluba","427 words"," Africa News","","",
"Janet Ilunga, Times of Zambia (Lusaka)","","","Zambia;It's all lies, says Prof Siwela","1494 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;University Strike (Editorial)","627 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - General;Boxer Chingangu London bound","454 words"," Africa News","","",
"Melody Mwala at Arthur Davies stadium, Times of Zambia (Lusaka)","","","Sports - Soccer;Wanderers whacked fifth time around","720 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;British Airways launches new identity concept","480 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambia's export earnings plummet 20 pc","720 words"," Africa News","","",
"Choongo Moonga, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Economics Association condemns fuel hike","427 words"," Africa News","","",
"American Committee on Africa (New York)","","","United States and Africa; American Committee On Africa Backs Nigeria Sanctions","520 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Botswana; Botswana Defence Force Stops Sale of Newspaper","640 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Journalists Accused Of Conspiring With The Opposition","507 words"," Africa News","","",
"Congress of the United States","","","United States and Africa; Text of Nigerian Sanctions Bill","3747 words"," Africa News","","",
"Congress of the United States","","","United States and Africa; Nigerian Sanctions Bill Introduced in the House","520 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Archbishop Tutu To Attend Funeral Of Elize Botha","106 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement On Mbeki's Budget Speech","587 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","Business and Finance;Lansdowne/Wetton corridor begins to take shape","334 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Black grouping to seal SA newspaper deal today","507 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Africa-at-Large;South Africa, Libya and Lockerbie (Editorial)","414 words"," Africa News","","",
"William-Mervin Gumede and Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Cosatu throws down gauntlet","1480 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Cattle slaughter plan after KTC attack","587 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Business and Finance;Big business adds muscle to war on Cape crime","414 words"," Africa News","","",
"Political Staff, Cape Argus (Cape Town)","","","Africa-at-Large;SA the peacemaker tackles Libyan deal","614 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Putting the world in the picture about South Africa","1134 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Truth Commission: The awful truth","560 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Congo war bad for democracy - Chiluba","427 words"," Africa News","","",
"Janet Ilunga, Times of Zambia (Lusaka)","","","Zambia;It's all lies, says Prof Siwela","1494 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;University Strike (Editorial)","627 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - General;Boxer Chingangu London bound","454 words"," Africa News","","",
"Melody Mwala at Arthur Davies stadium, Times of Zambia (Lusaka)","","","Sports - Soccer;Wanderers whacked fifth time around","720 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;British Airways launches new identity concept","480 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambia's export earnings plummet 20 pc","720 words"," Africa News","","",
"Choongo Moonga, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Economics Association condemns fuel hike","427 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Gambia, Senegal Confer On Border Security","174 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Drought Slows Down Uganda Economic Growth","480 words"," Africa News","","",
"Panafrican News Agency","","","Sierra Leone;Limited Food Distribution Starts In Freetown","534 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Sierra Leone;Annan Renews Call On Freetown Coup Makers to Quit","894 words"," Africa News","","",
"Panafrican News Agency","","","Angola;Lack Of Funds Hampers Angolan Demobilization","240 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;CITES: Delegates Eager To See Wild Animals","387 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;CITES: South Africa Gives Position On Rhinos","414 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;CITES: U.S. Proposal On Fish Rejected","334 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Sierra Leone; Two journalists into hiding; two papers resume","614 words"," Africa News","","",
"United Nations","","","Congo (Kinshasa); Annan Says Kabila Pledged Cooperation on Refugees Probe","427 words"," Africa News","","",
"United Nations","","","Sierra Leone; Annan Reiterates Call for End to Freetown Coup","1067 words"," Africa News","","",
"United Nations","","","Africa-at-Large; Annan Describes Trip to OAU and Great Lakes","414 words"," Africa News","","",
"United Nations","","","Liberia; Annan's Message to Liberia Peace Support Conference","600 words"," Africa News","","",
"International Committee of the Red Cross","","","Rwanda; ICRC restores water supply for Nyanza","227 words"," Africa News","","",
"International Committee of the Red Cross","","","Sierra Leone; ICRC activities in Sierra Leone","1174 words"," Africa News","","",
"International Committee of the Red Cross","","","Congo; ICRC urges respect for humanitarian rules in Congo","334 words"," Africa News","","",
"International Committee of the Red Cross","","","Congo; ICRC back at work","640 words"," Africa News","","",
"Justin Forsyth, Oxfam International, Oxfam International (London)","","","United States and Africa; Oxfam Welcomes Washington's G7 Africa Initiative","587 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Senegal; Journalist Group Protests Senegalese Court Ruling","480 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Kenya; Journalists Group Protests Police Assaults in Kenya","387 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Uganda; Journalist Group Condemn Threats in Uganda","414 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Councils told to engage road builders","507 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Chiefs hail house reintroduction","427 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Tourism potential delights EDF team","280 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;Bank to honour players tonight","507 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Zambian Fans to fly to Maputo","200 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Law Association backs new judges pay","467 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;The need for an independent judiciary (Editorial)","627 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Zamnet formation: We were misled, says Siwela","920 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Police seal off UNZA campus","440 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Zambia's stance cheers Belgium","427 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Commuters to pay 25 pc more","467 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Society for health trust launched","414 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Society increases fees for Lusaka show","400 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Move squatters now, says ZCCM","427 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Telecel enters Zambian market","374 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;New owners take over Zamdet","427 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;News in Brief","560 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia: coffee supplies net 12.7 million","254 words"," Africa News","","",
"Ethiopian News Agency","","","Africa-at-Large;Human development report 1997 launched","427 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Witness said even corpses were beaten","574 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Bid report flawed - environmentalists","547 words"," Africa News","","",
"Johan Schronen, Cape Argus (Cape Town)","","","South Africa;Down the barrel of a gun","627 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The awful truth that still haunts us (Editorial)","480 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","South Africa;Water and sewerage projects in the pipeline","387 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","South Africa;Joe Mangcu: a dedicated worker for a world safe for animals","1227 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","Southern Africa;Apartheid campaign created refugee crisis","280 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","Mozambique;More than half of Mozambique's refugees still in South Africa","280 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Hani allegedly ordered killings of top ANC men","427 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;Illovo to be listed on Swazi stock exchange","600 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Swaziland;South Africa to close 5 border posts with Swaziland","334 words"," Africa News","","",
"Ronnie Mamba, African Eye News Service (South Africa)","","","Swaziland;Violent hijackings spread to normally peaceful kingdom","400 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Taxi passenger caught in the cross-fire","240 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Science and Health;Kruger Park opposes slurry pipeline","734 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Mill burnt to the ground in ongoing border dispute","374 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga Housing chairman a "ghost" employee","907 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga's corruption rot spreads","734 words"," Africa News","","",
"Joe Kaunda and Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Bus fares up by 25%","427 words"," Africa News","","",
"Mukalya Nampito, Chilombo Mwondela and Goodson Machona, Post of Zambia (Lusaka)","","","Zambia;Presidential petition","427 words"," Africa News","","",
"Fred M'membe, Post of Zambia (Lusaka)","","","Zambia;ZDC advises opposition","1347 words"," Africa News","","",
"Sundie Sinkala, Post of Zambia (Lusaka)","","","Zambia;Stability crucial to trade, says Chiluba","467 words"," Africa News","","",
"Sheikh Chifuwe, Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia: 14 barred from FAZ elections","627 words"," Africa News","","",
"Sam Mujuda, Post of Zambia (Lusaka)","","","Arts and Entertainment;Zambia: ZAPOTA receives K10m from CICIBA","334 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;More to go up (Editorial)","800 words"," Africa News","","",
"Dominic Ksanda, Post of Zambia (Lusaka)","","","Business and Finance;Economy Watch: Zambian mine workers may lose out (Column)","1280 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;LAZ Supports Judges Perks","574 words"," Africa News","","",
"Andrew Muchineripi, Mail And Guardian (Johannesburg)","","","Sports - Soccer;No chance to rest and dream of France","1040 words"," Africa News","","",
"Steve Morris, Mail And Guardian (Johannesburg)","","","Sports - General;Adapting to new styles and stars","1840 words"," Africa News","","",
"Julian Drew, Mail And Guardian (Johannesburg)","","","Sports - General;Shaun's up when he's going down","694 words"," Africa News","","",
"Julian Drew, Mail And Guardian (Johannesburg)","","","Sports - General;Comrades Marathon: Giving foreigners a run for the money","2120 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;The tale of the Pedi kilt","894 words"," Africa News","","",
"Hazel Friedman, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Radio ratings versus race","1547 words"," Africa News","","",
"Bongani Ndodana, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Dance for all","827 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Kentridge and the big league","1600 words"," Africa News","","",
"Andrew Worsdale, Mail And Guardian (Johannesburg)","","","South Africa;June 16: The struggle turns 21","960 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;The tyranny of globalisation","2067 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Put faith into communism","1320 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Seeking the Black Pimpernel (Editorial)","494 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Science and Technology;Will Nelson fly? Analysts say it's just hot air","1000 words"," Africa News","","",
"Antjie Krog, Mail And Guardian (Johannesburg)","","","South Africa;The Truth Commission: Unto the third or fourth generation","2507 words"," Africa News","","",
"Ruaridh Nicoll in Western Caprivi, Mail And Guardian (Johannesburg)","","","South Africa;Kxoe receive a 'royal' ousting","920 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Zimbabwe;Mugabe's winter of discontent","854 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;Refugee dies at Home Affairs","614 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Minister backs off on grant cuts","747 words"," Africa News","","",
"Anthony Kunda, Mail And Guardian (Johannesburg)","","","Zambia;Chiluba tips scales in his favour","614 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Congo;Congo sinks into anarchy","1027 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;Roelf to test the waters in Western Cape","400 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Old soldiers at war with young cadres","947 words"," Africa News","","",
"Stefaans BrUmmer, Mail And Guardian (Johannesburg)","","","South Africa;Sex attack nearly spilt the beans","560 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;MK's secret weapon: A false bottom and adventure-seekers","2054 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Youth Day Feature: Defining Youth","1040 words"," Africa News","","",
"Busi Moloele, Mail And Guardian (Johannesburg)","","","South Africa;Schoolboys clean up their community's act","587 words"," Africa News","","",
"Stuart Hess, Mail And Guardian (Johannesburg)","","","South Africa;Youngsters need a skills revolution","760 words"," Africa News","","",
"Busi Moloele, Mail And Guardian (Johannesburg)","","","South Africa;Youths club together to tackle tasks","894 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;Tourism project anchored at the Wild Coast","1867 words"," Africa News","","",
"Madeleine Wackernagel, Mail And Guardian (Johannesburg)","","","Africa;UNDP Report: New index for old problems","534 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;JCI chief is not the NUM's comrade","1254 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Gear under threat","1134 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Science and Health;Eight HIV babies born each day in Namibia","707 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;Namibia's tourism industry dealt a 'stiff hand'","867 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Nujoma accused on seal saga","747 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Cop poaching suspects suspended","694 words"," Africa News","","",
"Dr. Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;The Unfinished History of the Aksum Obelisk Return","2054 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Giorgio Gaslini was Superb, Mavilia Dazzling","454 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Moges Admassu - Building Society through Computers","1107 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Sumner Presents Lecture on Oromo Literature","414 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopia's Largest Private Bank Begins Operation","387 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Bamboo Said Able to Replace Steel Bars in Construction","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Canadian Company to Explore Gold in Ethiopia","280 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopia Registers Export Earnings of 2.2 Billion Birr","414 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopia-South Africa Business Exhibition","240 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Prime Minister Assesses Leadership Responsibilities","2267 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Ethiopia;South Africa's Olympic Bid Deserves Support (Editorial)","254 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Initiative to Form Women Journalists' Association","294 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Police Seize Stolen Holy Relics","240 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Army Worm Invades Areas in Amhara Region","187 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Red Terror Suspects Appear Before Federal Court","200 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ministers Consider Draft Law on Electricity","254 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;French Company Invests in Ethiopian Brewery","360 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopian Coffee Rated Outstanding in New York","347 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Ethiopia;The Birr is Depreciating Noticeably: Why?","1614 words"," Africa News","","",
"Amnesty International","","","Kenya; Amnesty: 'Words Are Not Enough'","1907 words"," Africa News","","",
"Amnesty International","","","Kenya; Amnesty: 'Words Are Not Enough'","1907 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Consolidated Great Lakes Report No. 38","5480 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Calls Murder Accusations Against Hani 'Immoral'","334 words"," Africa News","","",
"UN Economic Commission for Africa (ECA)","","","Africa-at-Large; Addis Hosts Session on Gender Networking","560 words"," Africa News","","",
"Sharon Mlambo, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;African, Caribbean and Pacific States Shy From Lome IV Loan","1094 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Senegal's Ndiambour For UFOA Quarter Finals","106 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Museveni's Top Military Advisor in Kinshasa","294 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe Wildlife Mismanaged","614 words"," Africa News","","",
"Panafrican News Agency","","","Senegal/Gambia;Gambian Home Affairs Minister Ends Dakar Visit","254 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 24 - Africa","3374 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Questions about appointment of Housing Board chairman","934 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga's legislature probed for misspending","774 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Pro-Mpumalanga protesters burn Mandela poster","534 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Swaziland;Swaziland cotton farmers up in arms despite bumper crop","867 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Whither National Hospitality","2174 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Acquisitions Galore In Office Equipment Market","320 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi In Line To Lose Energy Study Funding","1907 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Battle Over Gemstones In Malawi","3000 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;Liberia Gets Money For Elections","943 words"," Africa News","","",
"Panafrican News Agency","","","Congo;Congolese Peace Talks In Gabon","294 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;ICC Meeting Opens In Cairo","454 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe Won't Defy Possible World Ban On Ivory Trade","454 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Prices Firm On Zimbabwe's Commodity Exchange","320 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Ghana's Ghapoha Beat Issia Of Cote d'Ivoire 4-0","160 words"," Africa News","","",
"Moses Draku, PANA Correspondent, Panafrican News Agency","","","Uganda;Uganda Bans Caning On African Children's Day","494 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;CITES: Hectic Lobbying By Animal Lovers","1014 words"," Africa News","","",
"Human Rights Watch (New York)","","","Kenya; Human rights Watch: Kenya's 40,000 Street Children","2187 words"," Africa News","","",
"All Africa Press Service","","","Zimbabwe;The Sore In Zimbabwe's Morgues","1374 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Will Uganda's Free Education Check Drop-Outs","1600 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Kenya: Catholic Evangelists Taking Root","1640 words"," Africa News","","",
"All Africa Press Service","","","Congo;Massive Displacements Reported In Brazzaville","440 words"," Africa News","","",
"All Africa Press Service","","","Algeria;Algerians Await New Government","1054 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Churches Celebrate With Refugees, Uprooted Persons","600 words"," Africa News","","",
"All Africa Press Service","","","Lesotho;Lesotho Opposition Denounce Premier's Action","840 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudanese Church Workers Killed In Ambush","534 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Be Financially Accountable, Ugandan Church Told","600 words"," Africa News","","",
"All Africa Press Service","","","Angola;Efforts Underway To Save Angola's Peace","1000 words"," Africa News","","",
"All Africa Press Service","","","Zimbabwe;Zimbabwean Church Acts On Banana's Case","1027 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; National Party Says Caucus Was 'Succesful'","1134 words"," Africa News","","",
"South African Municipal Workers Union (SAMWU)","","","Business and Finance; SA Municipal Workers Union Backs Health Bill","454 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Phosa's spokesman shot at party","320 words"," Africa News","","",
"Ronnie Mamba, African Eye News Service (South Africa)","","","Swaziland;Swaziland slips down social development scales","507 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Swaziland;Cotton farmers up in arms despite bumper crop","787 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;EU to remove frustrating red tape in Swaziland","440 words"," Africa News","","",
"Mzilikazi wa Afrika & Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Storm in a tea-cup at South Africa's second best police station","534 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;"Ignorance" to blame for R272 000 overpayment","987 words"," Africa News","","",
"Jabu Matsebula, African Eye News Service (South Africa)","","","Business and Finance;Swaziland cellphones tender proposals out this week","427 words"," Africa News","","",
