"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Shoprite Buys Ailing OK Bazaars For R1","350 words"," Africa News","","",
"Ashley Smith, Cape Argus (Cape Town)","","","South Africa;TRC Man Tells Of Torture Over Claims","472 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;8000 Jobs In Jeopardy If Parliament Leaves Cape Town","273 words"," Africa News","","",
"Dennis Cavernelis and Lidsay Barnes, Cape Argus (Cape Town)","","","South Africa;Boesak's Bookkeeper Goes To Prison","307 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Business and Finance;SA Mining Industry Forms Single Lobby Forum","385 words"," Africa News","","",
"Leonard Ndzhukula, African Eye News Service (South Africa)","","","South Africa;UDM Demands Answers About 'Secret' Prison Visit From Mufamadi","537 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Nacala Route Best, Exporters Advised","370 words"," Africa News","","",
"Business desk, Times of Zambia (Lusaka)","","","Business and Finance;Zambia Association of Manufacturers Condemns Failed Coup","131 words"," Africa News","","",
"A Correspondent, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Foam Producers On Market Research","294 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Stones Company Invests K250m","277 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Government Borrowing Increases","357 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Comesa Looks Ahead","370 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;UNIDO Pledges Teach Cash","189 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - General;Satwant On 3,000 Km Journey","378 words"," Africa News","","",
"Melody Mwala, Times of Zambia (Lusaka)","","","Sports - Soccer;At long last!","387 words"," Africa News","","",
"Cecilia Mulenga, Times of Zambia (Lusaka)","","","Zambia;Development Aid from People to People Cries For Tax Relief","1119 words"," Africa News","","",
"Jan Syfert, Times of Zambia (Lusaka)","","","Africa-at-Large;There's A Way Out To Africa's Poverty","858 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Starving Chongwe Villagers In Food SOS","184 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Helpful China Saluted","245 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Central Africa;174 Refugees Leave For Congo-K","144 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Kaunda Won't Come Back Home Just Yet","326 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Three More Army Officers Picked","228 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Tell Us Why Mung'omba Is Detained, Demands Mutukwa","623 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;ZCTU Supports State Of Emergency","214 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1029 words"," Africa News","","",
"The East African (Nairobi)","","","Kenya;Munition Factory Board Appointed","896 words"," Africa News","","",
"The East African (Nairobi)","","","Business and Finance;Kenya in Flurry of Promotional Activity","703 words"," Africa News","","",
"Charles Onyango-Obbo (Commentary), The East African (Nairobi)","","","Uganda;Now Ugandans Want Heads on the Platter","677 words"," Africa News","","",
"Robert Rweyemamu (Commentary), The East African (Nairobi)","","","Tanzania;Facing a Problem? Just Put the Price Up!","587 words"," Africa News","","",
"Ahmed Merere, The Eastafrican, The East African (Nairobi)","","","Tanzania;Tanzania Resolves ID Issuance Hitches","539 words"," Africa News","","",
"The East African (Nairobi)","","","Uganda;NPART Board Caught Up in a Fresh Scandal","1105 words"," Africa News","","",
"Edmund Kwena, Special Corespondent, The East African (Nairobi)","","","Kenya;Kenya Police Storm Raiders' Cave","135 words"," Africa News","","",
"United Nations","","","Comoros; Secretary-General Deeply Concerned By Situation In Comoros","181 words"," Africa News","","",
"United Nations","","","Southern Africa; Forum On Poverty In Southern Africa Meets In Midrand","641 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Gilman Notes DROC Approval Of U.N. Human Rights Probe","506 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Richardson Outlines U.S. 'Cautious Engagement' In DROC","2834 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Motheo's R198m Housing Contract Illegal - Dreyer Commission","753 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Affirmative Action Row Leads To NP Walk-Out","501 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Business and Finance;Mpumalanga Twinning Agreement Promises Technology Transfers","540 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Science and Health;Four TB Infected Lions Destroyed By Parks Board","432 words"," Africa News","","",
"Leonard Ndzhukula, African Eye News Service (South Africa)","","","South Africa;Alternative Funding For Schools Through Business Partnership","435 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Nelspruit's Water Privatisation Drive Derailed By ANC Alliance","491 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Cash Strapped Mpumalanga Freezes All New Capital Projects","601 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Constitution Reform Bill Sails Through Kenya Parliament","643 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Monkey Pox Paralyses 500 In DRC's Eastern Kasai","158 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Multi-Drug Resistant TB Emerges In Cote d'Ivoire","383 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Knowledge About Malaria Low In Southern Ghana","346 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;UNAIDS Launches Plan For Affordable AIDS Drugs","716 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe To Use AZT Among Pregnant Women","204 words"," Africa News","","",
"Panafrican News Agency","","","Arts and Entertainment;Bantu Art Exhibition in Libreville","109 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Low Attendance In Libreville Could Dampen ACP Resolve","215 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Chissano Urges Mozambican Police To Respect The Law","377 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;High Court Orders Medical Examination For Tortured Detainee","375 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambican Deputy Attorney General Shot In The Hand","199 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;ACP Ministers Approve Draft Declaration","402 words"," Africa News","","",
"Panafrican News Agency","","","Arts and Entertainment;Harare Reggae Festival Postponed, Two More Stars Coming","121 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;ACP Countries Warn Against New Sugar Markets","404 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Muscular Dystrophy Cases On the Rise In Zimbabwe","222 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Liberia;Liberia Begins Selecting 1,000 Soldiers For Border Patrol","284 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Southern African Women Miners Form Association","160 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Albright Announces New Sudan Sanctions","403 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Sudan Sanctions: State Department Briefing","1526 words"," Africa News","","",
"Martha Mpande, Times of Zambia (Lusaka)","","","Zambia;Face Of Lusaka City To Change","815 words"," Africa News","","",
"Shamaoma Musonda, Times of Zambia (Lusaka)","","","Sports - General;Post Muhammed Seedat Era: Here Comes 'Gazza'","311 words"," Africa News","","",
"Melody Mwala, Times of Zambia (Lusaka)","","","Sports - Soccer;Coach Ziese Defends Tour","438 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambia To Earn $300m","249 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Drought Threatens Honey","219 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Leather Industry Not Developed","230 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Trade Body Recognises Mozambique Market","307 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Kaunda Denied Me Salary - Chooka","705 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Science and Health;Experts To Hold Tele-Talks On Separation Of Glued Lusaka Twins","291 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Get Involved, Mulenga Implores Women","338 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Chongwe's Absence Causes LPF Anxiety","296 words"," Africa News","","",
"Chris Mfula, Times of Zambia (Lusaka)","","","Zambia;Parliament Ratifies State Of Emergency","738 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Mung'omba Says He Has Been Linked To Failed Coup","505 words"," Africa News","","",
"News desk, Times of Zambia (Lusaka)","","","Zambia;Now We Are Glad To Be Zambian (Editorial)","503 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;'Chilupe's Removal Had Nothing To Do With Coup'","255 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Wezi Spoke As Kaunda's Son, Says UNIP","108 words"," Africa News","","",
"Davis Joseph Weddi, New Vision (Kampala)","","","Business and Finance;New Firm Takes Up Entebbe Airport Car Park","148 words"," Africa News","","",
"Anne Mugisa, New Vision (Kampala)","","","Uganda;Ministry Of Defence 'Cleared With UCTU'","137 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;SWIPCO 'Checks Graft'","159 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Business and Finance;Fuel Prices Increase in Uganda","258 words"," Africa News","","",
"Edith Kimuli, New Vision (Kampala)","","","Business and Finance;Afro Motors Sues Uganda Government Over Vehicles","135 words"," Africa News","","",
"Geoffrey Kamali, New Vision (Kampala)","","","Business and Finance;Uganda To Host G77 In 1998","286 words"," Africa News","","",
"Davis Joseph Weddi, New Vision (Kampala)","","","Uganda;Taxi Drivers Arrested","370 words"," Africa News","","",
"Emmy Allio and Denis Ocwich, New Vision (Kampala)","","","Uganda;Kony Rebels Kill 6, Abduct 80 In Apac","256 words"," Africa News","","",
"Ofwono-Opondo and Odrek Rwabwogo, New Vision (Kampala)","","","Uganda;MP Disputes House Report","330 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Customs Duty Paid On Museveni Toothpaste","229 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Lungujja Blast 'Not Terrorism'","177 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Uganda;URA Hires Powerful British Lawyer For Danze Case","378 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Uganda;Kikuubo Traders Lose 300m/=","341 words"," Africa News","","",
"Richard Mutumba, New Vision (Kampala)","","","Uganda;Low Turn Out At Elections","547 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Vote For Merit, Says Museveni","376 words"," Africa News","","",
"Odrek Rwabwogo and Ofwono-Opondo, New Vision (Kampala)","","","Uganda;Mao Links Muhwezi To Sudhir's Crane","672 words"," Africa News","","",
"The Namibian (Windhoek)","","","Swaziland;Top Misa Woman May Lose Job","235 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Leaders Accused Of Land Fund Theft","537 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Science and Health;Deadly Malaria Creeps South","406 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;NHE Scam Case Postponed To 1998","286 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Rogue Elephants On The Rampage","499 words"," Africa News","","",
"Absalom Shigwedha, The Namibian (Windhoek)","","","Namibia;Good Samaritans Extend Helping Hand To Fighters","338 words"," Africa News","","",
"Ken Opala And AP, The Nation (Nairobi)","","","Kenya;Donors Give Up On Kenya Wildlife Service","383 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Unease Greets Anyona's Proposal","644 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Name Election Day To End Confusion (Editorial)","384 words"," Africa News","","",
"Eman Omari, The Nation (Nairobi)","","","Kenya;It's Moi Turn","678 words"," Africa News","","",
"Chege Gachamba, The Nation (Nairobi)","","","Kenya;Chesoni Sets Out Election Deadlines","459 words"," Africa News","","",
