"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;Unemployment At Walvis Well Below National Average","406 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Chongwe Won't Return Home Yet","585 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Political Dialogue (Editorial)","575 words"," Africa News","","",
"Lucy Sichone, (Column), Post of Zambia (Lusaka)","","","Zambia;Victims Of Cops Brutality","619 words"," Africa News","","",
"World Food Programme","","","Southern Africa; WFP Emergency Report - El Nino Update","1487 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Charges loom as PW snubs TRC","184 words"," Africa News","","",
"ARGUS CORRESPONDENTS, Cape Argus (Cape Town)","","","South Africa;Angry Winnie lashes ANC over crime","376 words"," Africa News","","",
"Sharkey Isaacs, Cape Argus (Cape Town)","","","South Africa;Rockfall: call to close Peak","132 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;An open and honest debate on Parliament (Editorial)","306 words"," Africa News","","",
"Carol Campbell, Cape Argus (Cape Town)","","","South Africa;Wheat harvest disaster","616 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;De Kock to testify at Guguletu 7 hearing","296 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","South Africa;Adoptions bill has experts up in arms","1069 words"," Africa News","","",
"Business Reporter, Cape Argus (Cape Town)","","","Business and Finance;Cape's Freedom sells out to furniture giant","221 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Kruger park head sent for psychological evaluation after attack","763 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1065 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update","779 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Traders Demand Ban On Street Vending","805 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Supply Dearth Clouding Export Deals","393 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Southern Africa;Malawians Flock To Mozambique To Secure Maize","464 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi Manufacturing: Marginal Returns in a Limited Market","967 words"," Africa News","","",
"Free Nigeria Movement","","","Nigeria; A Call to Action on Mayor Barry's trip to Nigeria","848 words"," Africa News","","",
"The Nation (Nairobi)","","","East Africa;Burundi Sanctions And Regional Trade (Editorial)","354 words"," Africa News","","",
"Ezekiel K. Cheptumo (Commentary), The Nation (Nairobi)","","","Kenya;NGO Boss Unfair To Kittony","617 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Business Chances Open For Zambia","277 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Zambia;Luapula Lime Project On","280 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Kalulushi Shoes Firm On Course in Zambia","239 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","bua;Zambia Accesses SACU Market","406 words"," Africa News","","",
"Choongo Moonga, Times of Zambia (Lusaka)","","","Zambia;Zambia Expensive for Tourists","239 words"," Africa News","","",
"Chris Mfula, Times of Zambia (Lusaka)","","","Zambia;Chawinga Cautions Rights Commission","553 words"," Africa News","","",
"Andrew Sakala, Times of Zambia (Lusaka)","","","Zambia;Union Says Legal Action Futile","293 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Ailing Former President Banda Flown to Joburg","147 words"," Africa News","","",
"Panafrican News Agency","","","Somalia;Over 1,000 Somalis Die in Floods","239 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Senegalese Telecom Company Shares Floated","193 words"," Africa News","","",
"Sidy Gaye, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Chirac Unaware of Congo Kinshasa's Withdraw","322 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Kenya Releases Coup Plotter","208 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Dakar To Host Meeting On Harmful Health Practices","184 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","East Africa;Flooding Threatens Thousands with Starvation","382 words"," Africa News","","",
"Panafrican News Agency","","","Congo Kinshasa;Congolese Cabinet Launches Reconstruction Programme","383 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Burundi's Resettlement Scheme Fails","290 words"," Africa News","","",
"Sidy Gaye, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Francophone Community Gets New Institutions","184 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Industrial Ecology Vital For Environmental protection","264 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;External Debt Draining COMESA Resources","289 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","South Africa;Winnie Lambastes ANC, Says It Failed On Electoral Promises","535 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Ghana Security Agencies Arrest 2,000 Suspects","190 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Defence In Zambian Election Petition Open Case","299 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Abacha Decries Use Of Democracy, Human Rights As Ploys","443 words"," Africa News","","",
"Nelson Magombo, PANA Correspondent, Panafrican News Agency","","","Malawi;Former President Kamuzu Banda Hospitalised in Blantyre","190 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Senegalese Becomes Victim Of New York Gang: The Bloods","722 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Abacha Dissolves Cabinet, Pardons Detainees","601 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Senegalese Threaten NYC March Following Cabbie Slaying","423 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;World Survey Shows Women Reporters Face Discrimination","232 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Three Countries Resist Anti-Sexual Mutilation Drive","484 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;African Armies Urged To Join Anti-AIDS War","238 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Sudan To Establish One Million Dollar Crocodile Farm","392 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Governments Seek To Cut Greenhouse Gas At Kyoto Talks","535 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Ndadaye Murder Plot Exposed","395 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Sudan;Khartoum Stops Aid Flights","168 words"," Africa News","","",
"Richard Mutumba, New Vision (Kampala)","","","Uganda;Museveni Wants A Change In Kingdoms","324 words"," Africa News","","",
"Tim Chigodo, All Africa Press Service","","","Southern Africa;The Plight Of SADC Labour Migrants","1018 words"," Africa News","","",
"Elizabeth Lobulu, All Africa Press Service","","","Tanzania;Tanzanian Villagers Graduate From Relief To Rehabilitation","1104 words"," Africa News","","",
"APS Correspondent, All Africa Press Service","","","Botswana;Botswana's Masire Joins Progressive African Leaders","1253 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Unesco Members Support Vision For Peace, Human Rights","762 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Kenya's Polls Date Set Despite Churches' Opposition","913 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Archbishop Tutu Is Granted Freedom Of Cape Town","683 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Tip Of The Iceberg As Ugandan Church Faces Auctioneers","570 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;New AIDS Drugs For Ivory Coast, Uganda","602 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Ugandan Bishops Hope To Convert Rebel Leader","552 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudanese Peace Talks Collapse","615 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Call On Franc Zone To Float National Currencies","689 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Malawi; Alert - Director Of Radio News Demoted","761 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zimbabwe; Alert - Ex-Servicemen Assault And Harass Journalists","439 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","West Africa; IRIN-WA Update of Events in West Africa","1241 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;US Diversity Visa Lottery Generates Controversy In Ghana","212 words"," Africa News","","",
"Food and Agricultural Organization (Rome)","","","Somalia; Special Alert - Somalia","584 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Tunisian Ambassador Presents Credentials To Clinton","1547 words"," Africa News","","",
"United States Information Agency","","","Africa-at-Large; 'Time Is Right' To Fight International Corruption","1747 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopian Enterprise To Expand Services","180 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;OAU Donates 50,000 US Dollars To Flood Victims","299 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","East Africa;Ethiopian Office Expresses Concern Over Growing Sudanese Influx","270 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopia, Algeria Seek To Strengthen Bilateral Ties","219 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Chissano Calls For Streamlining Cross-Border Investments","415 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Libraries In Egypt, U.S. Designated As UN Depositories","207 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;U.N. Aid For African Countries With Good Governance","406 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;Nigeria's Trade With Other African Countries Minimal","294 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Sharp Fall In Aid Flow To Africa","309 words"," Africa News","","",
"Paul Okolo,, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Banks Now Toast Of Nigerian Share Investors","315 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ashanti Goldfields Crashes, Bringing Down Market Numbers","175 words"," Africa News","","",
"Panafrican News Agency","","","Algeria;Algeria Earns 10.8 Billion U.S. Dollars From Exports","272 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Maputo's Cholera Epidemic Worse Than In 1992","699 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Economic Adjustment Impeding Africa's Agricultural Revival","371 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","Congo Kinshasa;Congolese Rebels in South Africa","517 words"," Africa News","","",
"Panafrican News Agency","","","Congo Kinshasa;UN Investigators Meet DRC Ministers","278 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;SADC Trade Rising, Says Chissano","358 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Call For Day Against Genital Mutilations","209 words"," Africa News","","",
"Catherine Mgendi, The Nation (Nairobi)","","","Kenya;Rains threaten 65 pc maize crop","509 words"," Africa News","","",
"Gakiha Weru, The Nation (Nairobi)","","","Kenya;Major city road now a nightmare","354 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Such dangerous talk is just not on (Editorial)","381 words"," Africa News","","",
"Nation Correspondent, The Nation (Nairobi)","","","Kenya;Minister flees rowdy rally on foot","202 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Uganda;Museveni To Unveil Fahd Plaza Stone","317 words"," Africa News","","",
"Richard Mutumba, New Vision (Kampala)","","","Business and Finance;Ugandan Fund Offer For UDC, Embassy Houses","335 words"," Africa News","","",
"David Ssepuuya and Grace Matsiko, New Vision (Kampala)","","","Uganda;80 Survive Aborted Airline Landing","367 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Reduce Corruption! (Editorial)","505 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;Sheraton Bids Clarified Further In Uganda","235 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Zambia;Tackle Debt Issue Together - Veep","254 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Africa's Economy On Upswing","273 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Pesticides Production Begins Next Year In Zambia","233 words"," Africa News","","",
"Ben Phiri, Times of Zambia (Lusaka)","","","Business and Finance;New Mines Owners 'Policy' Worry Zambians","266 words"," Africa News","","",
"Gerald Mulwanda, Times of Zambia (Lusaka)","","","Sports - General;Zambia Open Golf Competitors Trickle In","395 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Pressure Group Speaks Out","363 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Trade Unions Plead For Small Firms","207 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Human Rights Commission Should Not Be Impeded (Editorial)","377 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Hands Off Rights Body, Politicians Cautioned","389 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Farm News Roundup","436 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Entrepreneurs Advised To Improve On Products","219 words"," Africa News","","",
"Gwen Lister, The Namibian (Windhoek)","","","Namibia;Pohamba Accuses 'Namibian' of Lying","266 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;DTA Slams 'Interference In Judiciary'","360 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;Oil Seeps Into Sea At Swakop","433 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Economist Warns: 'Civil Service Cuts Unavoidable'","440 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Southern Africa;N$35m Cattle Disease Appeal","230 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;'Small is big' for mining","222 words"," Africa News","","",
"UN Economic Commission for Africa (ECA)","","","Africa-at-Large; African Minerals And Energy Ministers Meet In Durban","847 words"," Africa News","","",
"UN Economic Commission for Africa (ECA)","","","Africa-at-Large; African Statistics And Information Days","713 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Ghana's diamond-mining town of Akwatia deserted","356 words"," Africa News","","",
"Ghana Focus (Accra)","","","Business and Finance;Nigerian Fraudsters operating in Ghana","481 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Statement on Luxor Temple Killings","218 words"," Africa News","","",
"The White House (Washington)","","","United States and Africa; Clinton Receives New Ghanaian Envoy","1625 words"," Africa News","","",
"The White House (Washington)","","","United States and Africa; Clinton Supports Comoros 'Territorial Integrity'","1502 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Tutu Saddened by Botha Refusal to Testify","385 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission: Deadline Approaching for Rights Reports","327 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Vlakplaas pistol 'used in robbery'","549 words"," Africa News","","",
"Political Staff, Cape Argus (Cape Town)","","","South Africa;ANC crackdown looms for Winnie","284 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;Health chain set to move into Cape Flats","421 words"," Africa News","","",
"Don Lilford, Cape Argus (Cape Town)","","","Business and Finance;Flying high: Anisha spreads her wings at SAA","1019 words"," Africa News","","",
"Joseph Aranes and Johan Schronen, Cape Argus (Cape Town)","","","South Africa;Bombs re-ignite Flats war","534 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Dealing with the 'Groot Krokodil' (Editorial)","288 words"," Africa News","","",
"Thabo Mbaso, Cape Argus (Cape Town)","","","South Africa;BMF takes a tough stand at conference","278 words"," Africa News","","",
"Jenny Viall, Cape Argus (Cape Town)","","","South Africa;Health care languishing in sick bay, says top doc","293 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; From the Leader of the National Party of SA","805 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Zimbabwe; Zimbabwe Bill Contravenes And Promotes Freedom Of Expression","240 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Africa-at-Large; Article 19 Report Pinpoints State-Sponsored Violence","274 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Malawi; Alert - MISA Protests Broadcasting Licences In Malawi","561 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Possible Government Clampdown on The Post","298 words"," Africa News","","",
"UN High Commissioner for Refugees (Geneva)","","","East Africa; Concern About Refugee Explusions in Great Lake Region","555 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Simeza Denied Access To Priscilla","198 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Soldiers To Be Tried Secretly","237 words"," Africa News","","",
"Sam Mujuda, Post of Zambia (Lusaka)","","","Zambia;FTJ Wanted Us Dead, Charges Chongwe","366 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;LAZ Reminds Chawinga Of His '81 Coup Detention","1104 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Detained Mwanza Granted Court Hearing","143 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Stop The Rot (Editorial)","1040 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1193 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Corruption Not Solved By ANC Looking For Blame","392 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara; Declaration of Saharawi Support Conference","790 words"," Africa News","","",
"Rakoro Phororo (Commentary), Mopheme/The Survivor (Maseru)","","","Lesotho;Lesotho Private Sector is Slipping into Sleep","967 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;Environment and Social Issues to be Addressed","506 words"," Africa News","","",
"Grace Kobeli, Mopheme/The Survivor (Maseru)","","","Lesotho;Chinese Firms Accused Of Mounting Slavery","529 words"," Africa News","","",
"Grace Kobeli, Mopheme/The Survivor (Maseru)","","","Lesotho;Molopo Replies to Workers","610 words"," Africa News","","",
"Rakoro Phororo (Commentary), Mopheme/The Survivor (Maseru)","","","Lesotho;His Majesty's Philosophy And Unrealistic Expectations","923 words"," Africa News","","",
"World Bank","","","Eritrea;World Bank Approves Ports Rehabilitation Credit For Eritrea","500 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Clinton And Mali Pres. Konare Hold Talks At White House","270 words"," Africa News","","",
"The East African (Nairobi)","","","Kenya;Moi and Kanu Look Set for a New Victory","2421 words"," Africa News","","",
"The East African (Nairobi)","","","Business and Finance;Kenya Exporters Cry Foul Over High SA Tariffs","845 words"," Africa News","","",
"John Githongo (Commentary), The East African (Nairobi)","","","Kenya;Was It a Nyayo Era or a Nyayo Error?","716 words"," Africa News","","",
"Robert Rweyemamu (Commentary), The East African (Nairobi)","","","Tanzania;Can non Democrats Manage a Democracy?","585 words"," Africa News","","",
"Charles Onyangobbo (Commentary), The East African (Nairobi)","","","East Africa;Tips from Uganda on Winning Elections","673 words"," Africa News","","",
"James Macharia, Special Corespondent, The East African (Nairobi)","","","Business and Finance;Optimism Ahead of Kenyan Election","915 words"," Africa News","","",
"The East African (Nairobi)","","","Tanzania;Dar Police to Issue Statement On Briton's Arrest","803 words"," Africa News","","",
"The East African (Nairobi)","","","Uganda;Uganda Copper Theft Did Take Place - Police","978 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Anti-Measles Campaign In Luanda","95 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Addis Ababa Vaccinates Most Children Against Polio","388 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Rains Havoc Rises Countrywide","372 words"," Africa News","","",
"Nelson Magombo, PANA Correspondent, Panafrican News Agency","","","Malawi;Ailing Banda Flown to South Africa","137 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Call For Joint Malaria Control Programme","226 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;OAU Chief, Three Nigerians Win Zik Award","215 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Abacha Reappoints Three Ministers","141 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Uganda To Take Lead In Female Condoms","252 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Female Circumcision Persists In Africa","619 words"," Africa News","","",
"Panafrican News Agency","","","Ivory Coast;Secondary School Teachers On Strike","112 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Chissano Calls For Boycott Of Unita Sold Diamonds","331 words"," Africa News","","",
"Panafrican News Agency","","","Congo Brazzaville;WFP Hands Out Food To 20,000 Brazzaville Residents","363 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Mugabe, Chissano Rally To Kabila's Cause","454 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambia To Import 100,000 Tonnes Of Maize","173 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Tanzania Seeks Investors for Privatised Bank","267 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Science and Health;New Hepatitis Vaccine To Be Launched In Nairobi","323 words"," Africa News","","",
"Panafrican News Agency","","","Angola;President Dos Santos Undergoes Surgical Operation","87 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe Abortion Figures Alarming","167 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;One Year Lease For Comesa Clearing House","441 words"," Africa News","","",
"Yahya El Hassan, PANA Correspondent, Panafrican News Agency","","","Sudan;Ex-Rebel Sudanese Leader Accuses U.S. Of Sabotaging Talks","408 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Cholera in Mozambique","275 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Zambia;There Are No Funds For Chiefs' Palaces","216 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Mung'omba Discharged","315 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Zambia;No Money For Local Government Polls","864 words"," Africa News","","",
"Goodson Machona and Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Masheke Accuses Chiluba Of Human Rights Violations","1719 words"," Africa News","","",
"Mukalya Nampito and Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Policemen Steal Medical Report","787 words"," Africa News","","",
"Dickinson Jere, Post of Zambia (Lusaka)","","","Zambia;87 Detained Over Coup","158 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Post Card: Globetrotting","847 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Desperate Behaviour (Editorial)","679 words"," Africa News","","",
"Malik Stan Reaves, Africa News Service","","","Science and Health;Alternative Rite to Female Circumcision Spreading in Kenya","1314 words"," Africa News","","",
"Stephen Muiruri, The Nation (Nairobi)","","","Kenya;Inmate's Dealings Probed","396 words"," Africa News","","",
"Nation Reporter, The Nation (Nairobi)","","","Kenya;Law Society Speaks Out On Lawyers' Suspension","326 words"," Africa News","","",
"The Nation (Nairobi)","","","Africa-at-Large;Terror Threatens To Ground Tourism (Editorial)","367 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Rain Havoc Rises All Round","883 words"," Africa News","","",
"Maguta Kimemia, The Nation (Nairobi)","","","Kenya;Raila Speaks Of Opposition Plan","708 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;I Was Told To Kill Gugs 7, Says Cop","566 words"," Africa News","","",
"Moses MacKay, Cape Argus (Cape Town)","","","South Africa;Taximen 'Must Pay Protection'","237 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Black Woman Angry Over 'Sex Pest'","449 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Ntsebeza 'Not Named In Tavern Files'","408 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;SA Hospitals In Need Of A Transfusion (Editorial)","304 words"," Africa News","","",
"Theo Alant, Cape Argus (Cape Town)","","","South Africa;Wealth Tax 'An Act Of Insanity'","935 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","South Africa;NP Proposals Stall Employment Bill","423 words"," Africa News","","",
"Sabata Ngcai, Cape Argus (Cape Town)","","","South Africa;Funding Plans For Schools Still Under Wraps","153 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;All Eyes On Kriel Amid Unity Fears","216 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Rights Commission Incompetent - UNIP","1071 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Zesco Loses K3 Billion","503 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Reconciliation Saves Mung'omba","385 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Attempted Coup Lands 84 In Cells","441 words"," Africa News","","",
"News desk, Times of Zambia (Lusaka)","","","Africa-at-Large;Muslim Fundamentalists Serious Threat To Global Peace (Editorial)","362 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Rampant Cash Irregularities Deplored","323 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Secretary Relives Life In Detention","421 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Malawi Under-20 On Preps Tour","262 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Hospital Cash Plan Insurance Scheme On","222 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Zambia;State, UNDP Sign $1.3m Notes On Environmental Aid","421 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'Change Science Policies'","350 words"," Africa News","","",
"John Phiri, Political Editor, Times of Zambia (Lusaka)","","","Zambia;ZCCM Privatisation : Let There Be Transparency","1449 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission Calls 34 for Football Club Hearings","784 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Response To Proposals For Reparation","1097 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Distributes Food Aid In Brazzaville","437 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1694 words"," Africa News","","",
"New Vision (Kampala)","","","Business and Finance;Clarification on Nov. 4 story","60 words"," Africa News","","",
"Margaret Muhanga, New Vision (Kampala)","","","Uganda;Customs Workers Sent On Leave","244 words"," Africa News","","",
"Simon Kaheru, New Vision (Kampala)","","","Business and Finance;Uganda, Ghana Vie For Supra Electronics","316 words"," Africa News","","",
"Karyeija Kagambirwe, New Vision (Kampala)","","","Business and Finance;Ugandan Environment Body To Check Investors","162 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;70,000 More To Pay Income Tax","272 words"," Africa News","","",
"Ofwono-Opondo and John Kakande, New Vision (Kampala)","","","Uganda;Speaker Warns MPs","323 words"," Africa News","","",
