"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Was The Murderer Really A Student?","1027 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Holomisa Takes His Case To The People","294 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Naidoo sets sights on SABC money","547 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;New Issues Draw Out Negotiations","614 words"," Africa News","","",
"World Food Programme (WFP)","","","Rwanda; WFP Launches Food and Seed Distribution in Rwanda","600 words"," Africa News","","",
"Zambian News Agency","","","Arts;Zambian Arts Council Launched","320 words"," Africa News","","",
"International Committees of the Red Cross","","","Zaire; ICRC: Dire Situation Of Medical Facilities In Eastern Zaire","440 words"," Africa News","","",
"Human Rights Watch (New York)","","","United States and Africa; Human Rights Watch Appeals to Christopher","1814 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;Christopher To Outline U.S. Policy On Africa","600 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Women Parliamentarians To Meet In Tanzania","160 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;U.S. Senate To Discuss Bill On African Trade","374 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Reserve Bank Criticizes Government On Borrowing","360 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Traders Reopen Shops As Government Sticks With VAT","400 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Moose Briefs on Christopher's Africa Trip","8627 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","Nigeria; Communique: World Congress of Free Nigerians","1387 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire; Conflict In South Kivu, Zaire & Regional Implications","3694 words"," Africa News","","",
"Truth and Reconciliation Commission (Johannesburg)","","","South Africa; Truth Panel Weights Afrikaner Objections to Dutch Researcher","240 words"," Africa News","","",
"Truth and Reconciliation Commission (Johannesburg)","","","South Africa; Truth Commission to Hear Current and Former Military Chiefs","267 words"," Africa News","","",
"Truth and Reconciliation Commission (Johannesburg)","","","South Africa; Truth Commission to Subpoena Ex-Minister & Police Chiefs","707 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","Sports - General;Cross Country Racing: Olympian Looks To Home-Town Help","214 words"," Africa News","","",
"Andrew Muchineripi, Mail and Guardian (Johannesburg)","","","Sports - Soccer;South Africa: Classics At The Coast Not A Night To Remember","800 words"," Africa News","","",
"Jonathan Spencer Jones, Mail and Guardian (Johannesburg)","","","Sports - General;Sailing: Around The World The 'Wrong Way'","627 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Cricket: Commitment Needed To Get Kids Into Clubs","494 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Rugby: Beating The Whipping Boys","827 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Tennis: Changing Rules For The Living Legends","507 words"," Africa News","","",
"Neal Manthorp, Mail and Guardian (Johannesburg)","","","Sports - General;Cricket: Kenya's Joining The Club","1120 words"," Africa News","","",
"Shaun de Waal, Mail and Guardian (Johannesburg)","","","Art;South African Literary Award Reorganised","254 words"," Africa News","","",
"Glynnis O'Hara, Mail and Guardian (Johannesburg)","","","Art;When Art Is The Only Escape","1907 words"," Africa News","","",
"Glynis O'Hara, Mail and Guardian (Johannesburg)","","","Arts;Suffering Along With Baaba Maal","427 words"," Africa News","","",
"Andrew Worsdale, Mail and Guardian (Johannesburg)","","","Arts;African Film Reels Into View","1240 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","South Africa;Round 10 In The Drum Wars","1440 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","Business;A New Christian Link To God","1254 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","Business;Broadcast Authority Brings Rainbow Radio To South Africa","2027 words"," Africa News","","",
"Alex Brummer, Mail and Guardian (Johannesburg)","","","Business;Wider Powers For The IMF","574 words"," Africa News","","",
"Victor Keegan, Mail and Guardian (Johannesburg)","","","Business;Capitalism Undermined By The Net","974 words"," Africa News","","",
"Lynda Loxton, Mail and Guardian (Johannesburg)","","","Business;Justice Minister Gets Tough On 'Dirty Money' In South Africa","814 words"," Africa News","","",
"Lynda Loxton, Mail and Guardian (Johannesburg)","","","Business;Taxing Time For South African Wineries","654 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business;Diamonds Are Forever ...","1854 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","Business;Doubts Grow Over Labour Relations Act","1120 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;UN Observer Visit Prompts Regime Propaganda","1454 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;Government Attempts Escape From Problems At Home","2494 words"," Africa News","","",
"Zambia News Online","","","Zambia;Zambia News Roundup","1827 words"," Africa News","","",
"Zambia News Online","","","Zambia;Squabbling Politicians Arouse Fears Of Military Coup","1667 words"," Africa News","","",
"Malawi News Online","","","Malawi;Malawi News Roundup","1467 words"," Africa News","","",
"Malawi News Online","","","Malawi;Opposition Leader Challenges President's Allegations","307 words"," Africa News","","",
"Malawi News Online","","","Malawi;Human Rights Group Brokers Talks","334 words"," Africa News","","",
"Malawi News Online","","","Malawi;The Women of Blantyre's Hannover Street","1200 words"," Africa News","","",
"Maidstone Mulenga, The Post of Zambia (Lusaka)","","","Zambia;Zambia Left Out Of Warren Christopher's Africa Tour","627 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia 'Darts: Mambas","454 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - General;Auto Racing: Zambian Is Tail-Ender In Equator Rally","214 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia: Lone Goal Victory Angers Fans","440 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Science & Health;Africa Loses 1.3 million Hectares Of Forest Yearly","851 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;South African Strikes Cost More","280 words"," Africa News","","",
"Chike Okocha, PANA Correspondent, Panafrican News Agency","","","Business;Breweries In Nigeria Face Hard Times","987 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Crime Threatens Swiss-Mozambican Relationships","507 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Abacha Urges Front Against Information Imbalance","387 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Gas Trade On The Cards In Nigeria-Turkey Talks","347 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - General;Chess: Zambian Women Chess Players Are Africa's Best","320 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Zambia;Zambian Soldiers Honoured In Angola","120 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - General;Auto Racing: The 1996 Africa Rally Standings","574 words"," Africa News","","",
"Reuben Phiri, The Post of Zambia (Lusaka)","","","Zambia;Intelligence Bill Denounced","414 words"," Africa News","","",
"Joe Kaunda, The Post of Zambia (Lusaka)","","","Business;Grain Traders In Zambia May Shun Inventory Credit Scheme","240 words"," Africa News","","",
"Joe Kaunda, The Post of Zambia (Lusaka)","","","Business;Zambian Government Agrees To Review Liberalisation Policies","307 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business;Fuel Crisis In Zambia Likely To Last Longer","294 words"," Africa News","","",
"Staff Reporter, The Post of Zambia (Lusaka)","","","Zambia;President's Plans For UNIP Detainees Revealed","1120 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambique Increases Port Charges","240 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;ICIPE Gets 3.6 Millions Dollars From Swiss","227 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe AIDS Prevention Campaigns","454 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Science and Health;South African Population Drop Likely Because Of AIDS","347 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Striking Nurses Defy Ultimatum To Resume Work","214 words"," Africa News","","",
"Panafrican News Agency","","","Senegal;Senegal Renames Airport After Senghor","240 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Mandela Receives Uganda's Top Medal","174 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Business;Zambia's Geography Behind High Prices","520 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business;World Bank To Create Fund For Zambian Banks","294 words"," Africa News","","",
"Mukalya Nampito, The Post of Zambia (Lusaka)","","","Zambia;Opposition Party Loses Voters' Roll Appeal","680 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Zambia;Presidential Qualifications Sealed","507 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;Distribution of Food In Western Liberia Halted","240 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Liberia;Liberian Leader Wants More Support For Her Country","707 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sports - General;Nigerian Athletes Receive Cash Rewards","520 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;FAO Report Warns Of Dwindling Food Supplies In Africa","467 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Africa Has Over 2,000 United Nations Peacekeepers","214 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;Christopher Explains African Crises Response Force","560 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Ashanti Gold Company Pulls Down Shares Prices","507 words"," Africa News","","",
"Sheikh Chifuwe, The Post of Zambia (Lusaka)","","","Zambia;Striking Nurses Sacked","427 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - General;Track & Field: Two Runners To Represent Zambia","347 words"," Africa News","","",
"Staff Reporters, The Post of Zambia (Lusaka)","","","Sports - General;Auto Racing: Motor Sport Cheating Worries Promoter","374 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Zambia;Opposition Warns It's October 31 Or Else","774 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia: Chilumba Hits Top Form!","347 words"," Africa News","","",
"Africare (Washington D.C.)","","","United States and Africa;Africare To Celebrate 25th Anniversary","600 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian News Roundup","1787 words"," Africa News","","",
"Panafrican News Agency","","","Mauritania;Parliamentary Elections Begin In Mauritania","214 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","West Africa;U.N. Mission On Bakassi Presents Report","294 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Angola;Nigeria Urges Savimbi To Hasten Angolan Peace Plan","587 words"," Africa News","","",
"Panafrican News Agency","","","Business;Zimbabwe Not Keen On WTO Agreement","427 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Dejected Politicians Throw In The Towel","667 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambique Commemorates Death Of Machel In Plane Crash","240 words"," Africa News","","",
"Lesley Cowling, Mail and Guardian (Johannesburg)","","","Science;Outer Space Comes To Town","93 words"," Africa News","","",
"Lesley Cowlings, Mail and Guardian (Johannesburg)","","","Science;Candy At The End Of The Universe","1187 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","Angola;Pressure Mounts For Angolan Peace","1107 words"," Africa News","","",
"Chris McGreal, Mail and Guardian (Johannesburg)","","","Kenya;Kenyan Commission Has A Devil Of A Time","587 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","Business;New Twist In South African Satellite Link-Up","347 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Civic Group Swaps Stones For Shares","1534 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Liberal Students Find A Foothold","640 words"," Africa News","","",
"Angella Johnson, Mail and Guardian (Johannesburg)","","","South Africa;Bringing Back The Officers","547 words"," Africa News","","",
"David Shapshak, Mail and Guardian (Johannesburg)","","","South Africa;Police Can't Keep Criminals Behind Bars","1107 words"," Africa News","","",
"Stefaans Brummer, Mail and Guardian (Johannesburg)","","","South Africa;'Strings Attached' To Cheap British Subs","1347 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","Angola;Ulterior Motives Behind Miners' Arrests","747 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;'Police Don't Want To Find The Truth'","1094 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;The War's Over, But The Dying Goes On","827 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Inkatha's 'Caprivis' Still On The Job","667 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Life Story Of An Assassin","507 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Delving Into The Pain Of SA's Vietnam","1334 words"," Africa News","","",
"Marion Edmonds, Mail and Guardian (Johannesburg)","","","South Africa;Constitution Already Set To Be Reviewed","440 words"," Africa News","","",
"Stefaans Brummer, Mail and Guardian (Johannesburg)","","","South Africa;South Africa Joins Call For Ban On Mines","854 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Finance Minister Faces Flak Over World Bank","867 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;'Truth Body' To Hear Kids' Tales Of Rape And Terror","1120 words"," Africa News","","",
"Stuart Hess, Mail and Guardian (Johannesburg)","","","South Africa;Students protest Van Zyl appointment","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Science;South African Everest Team Slammed","880 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Proposals That Shocked Former Prime Minister","814 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;NP Official 'Rejected' Reform Document","1400 words"," Africa News","","",
"Neil Manthorp, Mail and Guardian (Johannesburg)","","","Sports - General;Cricket: Huge Total, But Afridi's Age Didn't Add Up","1147 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Rugby: Chance For The New Generation","1267 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Cricket: Spin And Win Is India's Attack Plan","1040 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Art;South African Literature On The Air","320 words"," Africa News","","",
"Shirley Kossick, Mail and Guardian (Johannesburg)","","","Art;New Paperback Fiction","294 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Art;Books: The Latest From The Literary World","654 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Art;Atkinson Gets 'Boeke Prize'","107 words"," Africa News","","",
"Philippa Garson, Mail and Guardian (Johannesburg)","","","Art;Mandela Book Abridged For Easier Reading","614 words"," Africa News","","",
"Andrew Worsdale, Mail and Guardian (Johannesburg)","","","Arts;Ouedraogo Goes To Dombowood","1120 words"," Africa News","","",
"Glynis O'Hara, Mail and Guardian (Johannesburg)","","","Arts;Rebirth Of A Township Child","1294 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts;The Secret Life Of Trees","694 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts;M&G TV Award","254 words"," Africa News","","",
"Bafana Khumalo, Mail and Guardian (Johannesburg)","","","Arts;The Gawky Girl From Lobatse","974 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Business;Advertising's Storm In A Nappy","1214 words"," Africa News","","",
"Anton Harber, Mail and Guardian (Johannesburg)","","","South Africa;South African Task Force Strikes At Communication Services","1240 words"," Africa News","","",
"Robert Lacville, Mail and Guardian (Johannesburg)","","","Business;There's Money In Disaster","934 words"," Africa News","","",
"Roger Cowe, Mail and Guardian (Johannesburg)","","","Business;Retailers Back Code For Third World","507 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","Business;On The Road To Privatisation In South Africa","1054 words"," Africa News","","",
"Lynda Loxton, Mail and Guardian (Johannesburg)","","","Business;Getting A Grip On The Boom In Consultants","814 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business;South African Tax Breaks 'To Boost Competitiveness'","947 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","Business;Company Exec Hits Back","1347 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Christopher Sees Progress in Burundi","814 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Tanzania's Mkapa Calls for U.S. Leadership in Africa","1520 words"," Africa News","","",
"Africare (Washington D.C.)","","","United States and Africa;Africare To Celebrate 25th Anniversary","600 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian News Roundup","1014 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission To Hear Ex-Police Amnesty Applications","320 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian News Roundup","1080 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. 'Will Do Its Part' in Africa","3894 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Accepts Malan Verdict, Raises Questions About Prosecution","320 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","United States and Africa;South Africa Not Against African Peacekeeping Force","387 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission Reacts to Malan Acquittal","360 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Burundi; UN Humanitarian Situation Report - Burundi","400 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Warren Christopher In Luanda","808 words"," Africa News","","",
"Lionel Williams , PANA Correspondent, Panafrican News Agency","","","United States and Africa;E.U. Supports South African Stand on African Peace Force","347 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Science & Health;Africa Loses Over 1 Million Hectares Of Forest A Year","280 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Former Prime Minister Criticizes Sudan's Education Policies","400 words"," Africa News","","",
"Kabie Boni, PANA Correspondent, Panafrican News Agency","","","Cote d'Ivoire;Emergency Plan for Abidjan","267 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Congolese Experts Adopt A New Forest Code","467 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Vehicle Of Murdered Anthropologist Recovered","387 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;O.A.U. Cool On U.S. Idea Of An African Force","534 words"," Africa News","","",
"United Nations","","","Zaire; UN Human Rights Rapporteur Visiting Zaire","520 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Weekly Roundup of Great Lakes Region","2494 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Arusha Summit Reaffirms Burundi Stance","974 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Gold Production Falls Slightly","494 words"," Africa News","","",
"Celestine Okonkwo, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Rice Business Falls In Benin As Nigeria Resumes Imports","560 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Ghana To Spend 240 Million Dollars On Ports Rehabilitation","254 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Chissano Discusses Crime With Diplomats","347 words"," Africa News","","",
"Panafrican News Agency","","","Arts;African American Author Blasts Racist Writers","320 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Rebels Kill Army Captain, Burn UN Vehicles","414 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;U.S. Policy On Landmines Contradicts Christopher's Remarks","347 words"," Africa News","","",
"Ethiopian News Agency","","","United States and Africa;Christopher Describes Addis Talks","227 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian News Roundup","1347 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Christopher: Comply with Angolan Accord","587 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;Beneficiaries Ignored: The OLS Review Report","1387 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Ebola Fever In Northeast Gabon","347 words"," Africa News","","",
"Africare (Washington, DC)","","","United States and Africa; Staff Sought for National Summit On Africa","1747 words"," Africa News","","",
"Tunisia Online","","","Tunisia;President Ben Ali Meets With U.S. Defense Official","174 words"," Africa News","","",
"Truth and Reconciliation Commission of South Africa","","","South Africa; Witness Protection Deliberated For Ex-Police","347 words"," Africa News","","",
"Truth and Reconciliation Commission of South Africa","","","South Africa; Amnesty Considered For Ex-Police On Trial","200 words"," Africa News","","",
"Truth and Reconciliation Commission of South Africa","","","South Africa; Third Ex-General Subpoenaed by Truth Panel","254 words"," Africa News","","",
"United Nations","","","Africa-at-Large; Boutros-Ghali Issues Plea to Stem Poverty","800 words"," Africa News","","",
"United Nations","","","Rwanda; UN Human Rights Rapporteur Visits Rwanda","347 words"," Africa News","","",
"Carter Center","","","United States and Africa; Carter Center Questions 'Fairness' of Gambian Vote","214 words"," Africa News","","",
"United Nations Development Programme","","","Rwanda; Japan gives US$4.2 million to Rwanda trust fund","140 words"," Africa News","","",
"United Nations Development Programme","","","Africa-at-Large; Cities Join UN Drive Against Poverty","800 words"," Africa News","","",
"United Nations Development Programme","","","Africa-at-Large; UNDP Underscores Poverty Eradication Goals","987 words"," Africa News","","",
"Africa News Service","","","United States and Africa;Washington and Paris in a Tiff Over Africa","574 words"," Africa News","","",
"Washington Office on Africa","","","United States and Africa; Africa Policy: Questions for Candidates","4574 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Burundi; UN Humanitarian Situation Report - Burundi","2747 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Tutu Hails Decision on Truth Commission","187 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Former Top Cop Subpoenaed by Truth Panel","267 words"," Africa News","","",
"The Noma Award for Publishing in Africa","","","Arts and Culture; French-language Novel Wins 1996 Noma Award","1040 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;War and Politics: Regime Feeling Pressure All Round","1374 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;Sudair 150: How Iraqi Hijackers Came to be in Sudan","1240 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Business;Arakis To Hire Mercenaries to Protect Sudan Oil Fields","1440 words"," Africa News","","",
"Tunisia Online","","","Business and Finance;Tunis chosen as IBM's North Africa Headquarters","174 words"," Africa News","","",
"Jacquie Golding-Duffy and Anthony Kunda, Mail and Guardian (Johannesburg)","","","Business and Finance;South African Labour's 'New Kids On The Block'","1880 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","Business and Finance;Rand Continues Downward","587 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Deciding Who Lives: Documentary Examines Hits Squads","1174 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Media: Watchdog, or Pussycat? (Editorial)","587 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","Angola;UN Extends Peace Mission To Angola","374 words"," Africa News","","",
"Chris McGreal, Mail and Guardian (Johannesburg)","","","Burundi;Sanctions Push Burundi Ruler Into Talks","800 words"," Africa News","","",
"David Shapshak, Mail and Guardian (Johannesburg)","","","South Africa;Buthelezi Has Finger In British Pie","534 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;SABC Pulls Honest Documentary On Itself","760 words"," Africa News","","",
"Andy Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Report Reveals Sick State Of Health Clinics","680 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;The 'children of slaves' gather","1000 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","Sports - General;South Africa Athletics Body Accused Of Fraud","374 words"," Africa News","","",
"Andy Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Human Rights Body Strapped For Cash","480 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Catholic Bishop Fobbed Off Pregnant Woman","547 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;It's Christians versus Christians Over Abortion Bill","1400 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Editors Seek A Single Voice","294 words"," Africa News","","",
"Gaye Davis and Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Holomisa Won't Head Opposition MDM ... Yet","987 words"," Africa News","","",
"Joshua Amupadhi and Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Mines Race Policy Aided Murders","814 words"," Africa News","","",
"Enole Ditsheko and Anthony Kunda, Mail and Guardian (Johannesburg)","","","South Africa;Census Workers Count Their Troubles","894 words"," Africa News","","",
"Mungo Soggot and Andy Duffy, Mail and Guardian (Johannesburg)","","","Business;New twist in South Africa Bank Saga","907 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;National Museums Fear The Axe","760 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","Business and Finance;More Choices Ahead for SA Radio Listeners","1174 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Housing Taken To Task","640 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","Business and Finance;Nissan Japan set to Buy Stake in SA Automakers","560 words"," Africa News","","",
"Madeleine Wackernagel, Mail and Guardian (Johannesburg)","","","South Africa;Erwin Slams World Bank Loan Critics","667 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Rugby: Coach makes the mother of all mistakes","1507 words"," Africa News","","",
"Mark Gleeson, Mail and Guardian (Johannesburg)","","","Sports - Soccer;The Leopards Can Change Their Spots","1267 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;Tennis: Sandton and Soweto DO have something in common","534 words"," Africa News","","",
"V. Roger Prabasarkar, Mail and Guardian (Johannesburg)","","","Sports - General;Cricket: Friendly welcome for foe in India","1214 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts And Entertainment;My heart touches your heart","867 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; WHO Reports Ebola Haemorrhagic Fever in Gabon","280 words"," Africa News","","",
"International Committee of the Red Cross","","","Zaire; ICRC Calls For Restraint In Zaire's South Kivu","294 words"," Africa News","","",
"International Alert","","","Zaire; Crisis in Eastern Zaire Grows Worse","3134 words"," Africa News","","",
"Tunisia Online","","","Arts and Entertainment;Tunisia Participates in Contest of Best African Films","187 words"," Africa News","","",
