"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"All Africa Press Service","","","Kenya;Kenyan Churchmen React Sharply To Proposed Religious Bill","1294 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudanese Women Stage Cultural Activities in Nairobi","454 words"," Africa News","","",
"All Africa Press Service","","","Zaire;Fears Over Safety Of Catholic Bishop Seized By Tutsi Rebels","480 words"," Africa News","","",
"All Africa Press Service","","","Zambia;Suspension Of Six Zambian Journalists Condemned","920 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Aids Day Speeches Reveal Surge Of Cases In Africa","840 words"," Africa News","","",
"All Africa Press Service","","","Sierra Leone;Peace Dawns On Sierra Leone As Peace Accord Is Signed","1347 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Delegates Shed Tears At Historic Slave Trade Site","880 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;World Conference Explores Christianity's Cultural Richness","1067 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire; Emergency Update No. 52 on Eastern Zaire (12/09)","1147 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire; Emergency Update No. 51 on Eastern Zaire (12/07-08)","1014 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Weekly Emergency Report No. 48","3814 words"," Africa News","","",
"Theo Nicol, Theweek (Lagos)","","","Business and Finance;Money Transfer Woes in Liberia and Cameroon","960 words"," Africa News","","",
"Ademola Adedoyin, Theweek (Lagos)","","","Business and Finance;Nigeria: To Sell or Not to Sell","1307 words"," Africa News","","",
"Akaninyene Esiere, Theweek (Lagos)","","","Nigeria;Preparing For the Ritual","960 words"," Africa News","","",
"Wisdom Dike, Theweek (Lagos)","","","Nigeria;Claude Ake: The Spirit of The Dead","867 words"," Africa News","","",
"Dimbulka Productions","","","Arts and Entertainment; Film By Ethiopian Woman Premieres At Kennedy Center","454 words"," Africa News","","",
"Masautso Phiri and Kunda Mwila, The Post of Zambia (Lusaka)","","","Zambia;Candidates, Monitors Discover Cheating","734 words"," Africa News","","",
"Joe Kaunda, The Post of Zambia (Lusaka)","","","Business and Finance;Fertilizer Shortage Blamed On Zambian Government","454 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Zambian Company Attributes Low Production To Smelter","467 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Zambia;Swearing-In Is A Formality In Zambia","494 words"," Africa News","","",
"Reuben Phiri, The Post of Zambia (Lusaka)","","","Zambia;Act For The Handicapped Coming","387 words"," Africa News","","",
"Mabeni Sikalyabwanda, The Post of Zambia (Lusaka)","","","Zambia;3 Arrested Over Ivory In Choma","214 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;Former Zambian Foreign Minister Sues Newsweek Magazine","320 words"," Africa News","","",
"Panafrican News Agency","","","Central Africa;OAU Welcomes Central African Republic's Truce","254 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Africa Told To Reduce Budget Deficits","574 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;OAU For Poverty Alleviation Alongside Vaccination","547 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Companies Donate Vaccine Doses To Africa","320 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Privatisation Of Mozambican Glass Factory Completed","267 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ethiopia Says It Has Tantalum Deposits","174 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Rawlings Holds Out Olive Branch To Opponents","347 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;Islamic Segregation: NIF Promulgates A New Law Against Women","680 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Polls NGO To Continue","534 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Lip-Serving Women Prodded","334 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Chiluba Sends Good Wishes To Kenya","174 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia Refuses To Play Zimbabwe","334 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Sports - Soccer;Weah's Victim Finally Complains","146 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Kwacha Faces Further Depreciation In Zambia","240 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Ghana;Ghana Again Inspires Africa (Editorial)","880 words"," Africa News","","",
"Kunda Mwila, The Post of Zambia (Lusaka)","","","Africa-at-Large;COMESA Establishes Court Of Justice","440 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Zambia;A Number Of Voter Cards Uncollected, Observes OAU","534 words"," Africa News","","",
"Amnesty International","","","Rwanda; Amnesty Says Some Refugees Fear Human Rights Violations","1187 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; U.S. Great Lakes Situation Report No. 9","3480 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; U.S. Great Lakes Situation Report No. 10","3534 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Tutu Disputes General's Advice Amnesty","414 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Tutu Issues Appeal for Amnesty Applications","1294 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Weekly Roundup of Great Lakes Region","2534 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire; Emergency Update No. 53 on Eastern Zaire (12/10)","1334 words"," Africa News","","",
"Amnesty International","","","Zaire; Amnesty Says 'Hope Is Not Dead' in Zaire","787 words"," Africa News","","",
"Ethiopian Free Press Journalist's Association (EFJA)","","","Ethiopia; Ethiopian Group Reports New Arrests of Journalists","654 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;Former Zambian Foreign Minister Sues Newsweek Magazine","897 words"," Africa News","","",
"Panafrican News Agency","","","Central Africa;OAU Welcomes Central African Republic's Truce","254 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Africa Told To Reduce Budget Deficits","574 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;OAU For Poverty-Alleviation Alongside Vaccination","547 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Companies Donate Vaccine Doses To Africa","320 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Privatisation Of Mozambican Glass Factory Completed","267 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ethiopia Says It Has Tantalum Deposits","174 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Rawlings Holds Out Olive Branch To Opponents","347 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Sports - Soccer;Recovering Nigerian Star Seeks Inspiration From His Past","920 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Gambia Achieves 100% Coverage In Hepatitis Vaccination","640 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Sudan Confirms Al Mahdi Has Left The Country","374 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Rawlings Increases Lead In Presidential Race","240 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Zambian Mining Company Prospects Brighten","320 words"," Africa News","","",
"Georges Nzongola-Ntalaja, Africa Policy Information Center (Washington, DC)","","","Zaire; A Zairean Analysis of the Conflict in Eastern Zaire","2800 words"," Africa News","","",
"World Food Programme","","","Zaire; WFP Eastern Zaire Situation Report No. 34","747 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire; Emergency Update No. 54 on Eastern Zaire (12/11)","1400 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; U.S. Great Lakes Situation Report No. 11","3494 words"," Africa News","","",
"Zambian News Agency","","","Zambia;New National Hydro-Power Generating Station On Cards","414 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Government Consults With Donors","734 words"," Africa News","","",
"United Nations","","","Angola; Security Council Extends Angola Mission","10894 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Sports - Soccer;Recovering Nigerian Star Seeks Inspiration From His Past","920 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Gambia Achieves 100 Percent Coverage In Hepatitis Vaccination","640 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Sudan Confirms Al Mahdi Has Left The Country","374 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Rawlings Increases Lead In Presidential Race","240 words"," Africa News","","",
"Ferdinand Bigumandondera, PANA Correspondent, Panafrican News Agency","","","Burundi;Burundi Team Leaves For Talks in Tanzania","600 words"," Africa News","","",
"Panafrican News Agency","","","Rwanda;Rwandan Army Officer To Reappear Before Court Marshall","187 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Sudan Belittles Impact Of Mahdi's Escape","280 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;President Rawlings Re-Elected For Second-Term","334 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Zaire, Zambia, Zimbabwe Sign Power Contract","307 words"," Africa News","","",
"Amnesty International","","","Sierra Leone;DOCUMENT) Amnesty Says Sierra Leone Violence Persists Despite Peace Pact","747 words"," Africa News","","",
"African Faith and Justice Network (Washington, DC)","","","Zaire; Archbishop Issues SOS for Kisangani","520 words"," Africa News","","",
"World Food Programme","","","Zaire; WFP Eastern Zaire Situation Report No. 35","974 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 55 on the Great Lakes (12/12)","1454 words"," Africa News","","",
"World Food Programme","","","East Africa; WFP Eastern Zaire Situation Report No. 36","587 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Northern Zambia Road Washed Away","214 words"," Africa News","","",
"Zambian News Agency","","","Business and Finance;Retail Chain Goes South","374 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Treasury Bills Order Justified In Zambia","414 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Japanese Donate To Zambian Aquaculture Station","214 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Government Urged To Be Transparent With Zambia's Debt","414 words"," Africa News","","",
"Ferdinand Bigumandondera, PANA Correspondent, Panafrican News Agency","","","Burundi;Burundi Team Leaves For Talks in Tanzania","600 words"," Africa News","","",
"Panafrican News Agency","","","Rwanda;Rwandan Army Officer To Reappear Before Court Marshall","187 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Sudan Belittles Impact Of Mahdi's Escape","280 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;President Rawlings Re-Elected For Second-Term","334 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Zaire, Zambia, Zimbabwe Sign Power Contract","307 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Shares At Ghana Stock Remain Low","254 words"," Africa News","","",
"Yasin Kachechele, PANA Correspondent, Panafrican News Agency","","","Tanzania;Corruption Report Handed Over To Mkapa","560 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Court Acquits Former Zambian Vice-President","267 words"," Africa News","","",
"Sure Chimbga, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Poor Nations Poor States Hold Their Own In Trade Talks","720 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Low Gold Production For Ashanti","480 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambian Parties Asked To Pay 49,000 Dollars For Petition","534 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;OAU Blames Inaction In Zaire On International Community","280 words"," Africa News","","",
"Lesley Cowling, Mail and Guardian (Johannesburg)","","","Science and Health;Africa Faces Future Shock","774 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Digging At The Press","534 words"," Africa News","","",
"Chris McGreal in Kigali & David Harrison in Cameroon, Mail and Guardian (Johannesburg)","","","Zaire;France Loses Grip On Africa's Spoils","1067 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;People And Pines Compete For Water","734 words"," Africa News","","",
"Pippa Green, Mail and Guardian (Johannesburg)","","","South Africa;Moments That Made The Constitution","2640 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","Southern Africa;Refugees Score In Fight For Asylum","1014 words"," Africa News","","",
"Andy Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Soweto Clinics Face Closure In Maternity Revamp","387 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Ramaphosa Was 'Waved Like A Flag'","1107 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Piet Skiet Bulldozes Homes","654 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Now Koevoet Soldiers Guard Farmers","1080 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;NP To Holomisa: Thanks, But No Thanks","680 words"," Africa News","","",
"Stuart Hess, Mail and Guardian (Johannesburg)","","","South Africa;Political Conflict Flares At Thokoza","867 words"," Africa News","","",
"Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;Clarence Makwetu Won't Go Quietly","480 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;'Courts Bail Out On Violence'","734 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Mandela 'To Open Amnesty Flood Gate'","1894 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;No Place On Island For Ex-Prisoners","1160 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","","400 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Medical Fund Near Collapse","1174 words"," Africa News","","",
"Africa News Service","","","Eritrea; President Describes Investment Opportunities","3254 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Moose Outlines U.S. Ties with Eritrea","2614 words"," Africa News","","",
"White House","","","United States and Africa; Clinton Meets with Eritrea's President","174 words"," Africa News","","",
"Human Rights Watch (New York)","","","Rwanda; Human Rights Groups Press for Genocide Arrests","920 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Announces Amnesty Applications","467 words"," Africa News","","",
"UN High Commission for Refugees","","","Zaire; UNHCR Launches Action Program For Eastern Zaire","680 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Burundi; UN Humanitarian Situation Report - Burundi (11/28 - 12/10)","2734 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; U.S. Great Lakes Situation Report No. 12","3480 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 56 on the Great Lakes (12/13)","1680 words"," Africa News","","",
"White House","","","United States and Africa; U.S. Welcomes Conduct of Ghana's Poll","200 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Expresses Concern about Refugees in Zaire","600 words"," Africa News","","",
"World Food Programme","","","East Africa; WFP Great Lakes Situation Report No. 37","760 words"," Africa News","","",
"United Nations","","","Africa-at-Large; UN Assembly Commends OAU Efforts To Resolve Conflicts","934 words"," Africa News","","",
"United Nations","","","Africa-at-Large; Security Council Recommends Kofi Annan","414 words"," Africa News","","",
"United Nations","","","Africa-at-Large; UN Assembly President Welcomes S-G Action","254 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Opening up Africa's Airwaves","1280 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;The Art Of The Billboard","667 words"," Africa News","","",
"Arthur Goldstuck (Column), Mail and Guardian (Johannesburg)","","","Business and Finance;WEB FEET: Notes from the Net","574 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Broadcasting: The Licence Race Is On","1574 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa - Spotlight On Media","574 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Broadcasting: Mandela's Choice","800 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","Business and Finance;MEDIA MAD: South African Profile","440 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;How Hackers Can Rob Banks Safely","1787 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Small Business Makes a Big Noise","934 words"," Africa News","","",
"Lynda Loxton, Mail and Guardian (Johannesburg)","","","Business and Finance;South African Economist:'Neo-liberal policies needed'","640 words"," Africa News","","",
"Mail & Guardian Reporter, Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's PX to be Repackaged","294 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Cosatu in the Firing Line","1000 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa's Executive Gravy Train","1374 words"," Africa News","","",
"Andrew Muchineripi, Mail and Guardian (Johannesburg)","","","Sports - Soccer;South Africa: Chiefs in charge as Pirates founder","774 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","South Africa;Transport Puts Cape Town On Right Road","1240 words"," Africa News","","",
"V.Roger Prabasarkar, Mail and Guardian (Johannesburg)","","","Sports - General;The Burden That Crippled Cronje","1400 words"," Africa News","","",
"Barney Spender, Mail and Guardian (Johannesburg)","","","Sports - General;Rugby: Pay Cheques Add Up To A Long Season","854 words"," Africa News","","",
"Benjamin Pogrund, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: Will The Truth Set Us Free?","1120 words"," Africa News","","",
"Pat Schwartz, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: What Twee Animals!","494 words"," Africa News","","",
"Chris Dunton, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: Stories Of Transition","600 words"," Africa News","","",
"Glynis O'Hara, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;After The Party, The Hangover","360 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Requiem For Symphony Orchestra?","454 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;The Man Who Freezes Time","760 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;New Tricks Up The Album Sleeve","1067 words"," Africa News","","",
"Bafana Khumalo, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Hanging Out At Hugh's Place","467 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Honour Bound","907 words"," Africa News","","",
"Denise Louw, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa's First Xhosa Opera","694 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Soap for Africa","707 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Vita Art Show Tumbles","774 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - General;Golf: Zambian Golfers Under Pressure","320 words"," Africa News","","",
"Zambian News Agency","","","Zambia;President Chiluba Thanks Soldiers For Peace","414 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Old Mulobezi Rail Line To Be Repaired","347 words"," Africa News","","",
"Zambian News Agency","","","Zambia;Miners Jostle For Leadership","414 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Zambia;power system needs overhaul","574 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;FAZ sells TV rights to SA company","387 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Arts and Entertainment;Zambian Disco Group In Festive Extravaganza","614 words"," Africa News","","",
"Chilombo Mwondela, The Post of Zambia (Lusaka)","","","Business and Finance;Black Market Rules Zambian Emerald Industry","600 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Shares At Ghana Stock Remain Low","254 words"," Africa News","","",
"Yasin Kachechele, PANA Correspondent, Panafrican News Agency","","","Tanzania;Corruption Report Handed Over To Mkapa","560 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Court Acquits Former Zambian Vice-President","267 words"," Africa News","","",
"Sure Chimbga, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Poor Nations Poor States Hold Their Own In Trade Talks","720 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Low Gold Production For Ashanti","480 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambian Parties Asked To Pay 49,000 Dollars For Petition","534 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;OAU Blames Africa's Inaction In Zaire On International Community","280 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Boutros-Ghali Congratulates Successor","400 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Brain Drain Cited As Cause of Africa's Backwardness","347 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Annan Pledges To Redefine UN Objectives","347 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;EU Funds For Mozambican Consumers Project","374 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Cholera In Zaire and Rwanda","106 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Rwandan Refugees in Tanzania on the Move","760 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 57 on the Great Lakes (12/14)","707 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Welcomes Extension of Amnesty Date","214 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Boutros-Ghali Congratulates Successor","400 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Brain Drain Cited As Cause of Africa's Backwardness","347 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Annan Pledges To Redefine UN Objectives","347 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;EU Funds For Mozambican Consumers Project","374 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (12/09 - 12/015)","734 words"," Africa News","","",
"World Food Programme","","","East Africa; WFP Great Lakes Situation Report No. 39","1452 words"," Africa News","","",
"Fatai Salami, Theweek (Lagos)","","","Nigeria;A Deadly Ritual: Farmers And Pastoralists Clash in Sokoto","707 words"," Africa News","","",
"Festus Owete, Theweek (Lagos)","","","Sierra Leone;After Five years of Strife, Truce at Last","814 words"," Africa News","","",
"Akaninyene Esiere, Theweek (Lagos)","","","Nigeria;Shaping Up For the Next Millennium","1694 words"," Africa News","","",
"Peter Akpona, Theweek (Lagos)","","","Nigeria;Visions for The Giant","880 words"," Africa News","","",
"Human Rights Watch (New York)","","","Kenya;Amnesty Calls Kenya to Release More Political Prisoners","760 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Angola;Angola Loses Wildlife In Armed Conflict","494 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Taiwanese Ambassador To South Africa Leaves","360 words"," Africa News","","",
"Panafrican News Agency","","","Algeria;New Impetus To Algerian, Canadian Cooperation In Offing","280 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Kaunda's Injunction Against TV Documentary Adjourned","187 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Lagos Military Administrator Escapes Bomb Blast","280 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Crucial Great Lakes Summit Opens","800 words"," Africa News","","",
"Zambian News Agency","","","Science and Health;WHO Monitors Cholera Outbreak?","254 words"," Africa News","","",
"Zambian News Agency","","","Zambia;French React To Zambia's Shattered Image","360 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia beats Kenya","254 words"," Africa News","","",
"Kunda Mwila, The Post of Zambia (Lusaka)","","","Zambia;Voters' Register Had Too Many Errors","720 words"," Africa News","","",
"Milimo Moyo and Sheikh Chifuwe, The Post of Zambia (Lusaka)","","","Zambia;Kapembwa Calls For Commission Autonomy","534 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 49 (12/13)","2707 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 58 on the Great Lakes (12/15-16)","760 words"," Africa News","","",
"World Food Programme","","","East Africa; WFP Great Lakes Situation Report No. 38","520 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa;Emergency Update No. 59 on the Great Lakes (12/16)","1360 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Angola;Angola Loses Wildlife In Armed Conflict","1089 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Taiwanese Ambassador To South Africa Leaves","360 words"," Africa News","","",
"Panafrican News Agency","","","Algeria;New Impetus To Algerian, Canadian Cooperation In Offing","280 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Kaunda's Injunction Against TV Documentary Adjourned","187 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Lagos Military Administrator Escapes Bomb Blast","280 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Crucial Great Lakes Summit Opens","800 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;New Zimbabwe Airline Prepares To Fly","240 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Taiwan Cuts Air Links With South Africa","320 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Some One Million Zambian Children Work As Laborers","147 words"," Africa News","","",
"Moses Draku, PANA Correspondent, Panafrican News Agency","","","East Africa;Canadian Troops Leave Uganda For Home","387 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Summit Sets Up Committee To Solve Great Lakes Crisis","467 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Mobutu Returns To Kinshasa","267 words"," Africa News","","",
"David Hecht, ENDA Press Service (Dakar)","","","Africa-at-Large;Global Warming Does Not Bode Well For Africa","1640 words"," Africa News","","",
"Matsautso Phiri and Milimo Moyo, The Post of Zambia (Lusaka)","","","Zambia;Squeeze Aid To Zambia","1027 words"," Africa News","","",
"Reuben Phiri and Milimo Moyo, The Post of Zambia (Lusaka)","","","Zambia;Opposition Condemn MMD Polls 'Support' Demonstration","454 words"," Africa News","","",
"Joe Kaunda and Milimo Moyo, The Post of Zambia (Lusaka)","","","Science and Health;6.2m Condoms Sold This Year In Zambia","520 words"," Africa News","","",
"Masauso Lungu, The Post of Zambia (Lusaka)","","","Science and Health;500 Women Contract Hiv Daily In Zambia","320 words"," Africa News","","",
"Human Rights Watch (New York)","","","East Africa;Amnesty: Tanzania & UNHCR Must Respect International Law","1400 words"," Africa News","","",
"White House","","","United States and Africa; White House Statement on New UN Secretary General","547 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;New Zimbabwe Airline Prepares To Fly","835 words"," Africa News","","",
