"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Lawrence Wamanga and Paul Busharizi, New Vision (Kampala)","","","Business and Finance;Uganda: Pepsi Inter. Takes Over Crown Bottlers","219 words"," Africa News","","",
"Emmy Allio, New Vision (Kampala)","","","Uganda;Rebels Return To Aringa","168 words"," Africa News","","",
"Anne A. Mugisa, New Vision (Kampala)","","","Uganda;IGG To Probe Customs House Controversy","350 words"," Africa News","","",
"Jossy Muhangi, New Vision (Kampala)","","","East Africa;Rwanda Accuses Kabale, Kisoro","394 words"," Africa News","","",
"Erich Ogoso Opolot and Cranmer Mugerwa, New Vision (Kampala)","","","Uganda;IGG Robbed In Kololo Ambush","292 words"," Africa News","","",
"Landiwe Dlamini, African Eye News Service (South Africa)","","","Science and Health;Sangomas appeal to 'Western' doctors for funding","339 words"," Africa News","","",
"John Hammond, African Eye News Service (South Africa)","","","South Africa;Mine forks out R60m to relocate rural village","289 words"," Africa News","","",
"Sifiso Zulu, African Eye News Service (South Africa)","","","South Africa;Private sector essential for sparking rural growth - Phosa","330 words"," Africa News","","",
"Landiwe Dlamini, African Eye News Service (South Africa)","","","Science and Health;Sangomas set to get detailed 'medical' identity books","340 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Liberia;Murder Of Opposition Politician Sparks Mass Condemnation","484 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Sithole Guilty Verdict Stuns Supporters","376 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Drunk Strips Naked In Packed Harare Street","187 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Shift In US Foreign Policy On Africa","462 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;British Plane Banned From Landing In Zimbabwe","283 words"," Africa News","","",
"Panafrican News Agency","","","Burkina Faso;Burkina Faso Calls For Emergency Food Aid","328 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Liberia;Taylor Confirms Death of Former Deputy Speaker","363 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Suspected Leader Of Int'l Car Theft Syndicate In Court","454 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;Taylor Still Angry With Regional Commander","448 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sports - Soccer;Nigerians Welcome Team's World Cup Paring","545 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Kenyan Nurses Continue Their Strike","268 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Kenya Clears 15 For Presidential Race","203 words"," Africa News","","",
"Panafrican News Agency","","","Arts and Entertainment;Cameroonian Wins Francophone Children's Literature Prize","191 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Arrest Nondo (Editorial)","642 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Chiluba insulted Kaunda","1588 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Zambia needs first-aid, says Mumba","1049 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Business and Finance;Manifold Bank finally closed","341 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Major Kangwa denies meeting Mwanza","372 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Jesse acknowledges Zambia's political crisis","787 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;FTJ warns ministers","443 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Chief Inyambo speaks out","200 words"," Africa News","","",
"Zimbabwe Independent(Harare)","","","Business and Finance;State approves Rainbow Group Hotels privatisation","332 words"," Africa News","","",
"Zimbabwe Independent(Harare)","","","Business and Finance;ARL wins autonomy","379 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Sports - General;Golfer boosts Vodacom position","411 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Business and Finance;Cottco, US firms joint venture project hangs in the balance","534 words"," Africa News","","",
"Lupi Mushayakarara (Column), Zimbabwe Independent (Harare)","","","Zimbabwe;Candid comment: Today determines future in next millennium","837 words"," Africa News","","",
"Ben Hlatshwayo (Column), Zimbabwe Independent (Harare)","","","Zimbabwe;Cutting Edge: Proposed additional taxes must be stopped","1456 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Southern Africa;SA chides Zimbabwe on land issue","328 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Zimbabwe;Date set for mass protest","828 words"," Africa News","","",
"Charles Gurney (Column), Zimbabwe Independent(Harare)","","","Business and Finance;At the market: Bad news depresses money market sentiment","1267 words"," Africa News","","",
"Eric Bloch (Column), Zimbabwe Independent(Harare)","","","Business and Finance;No shame at all to think again","1192 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Zimbabwe;Muckraker column: Mugabe presides over a vanquished tribe","1451 words"," Africa News","","",
"Zimbabwe Independent (Harare)","","","Business and Finance;Confusion reigns over Zisco tender saga","694 words"," Africa News","","",
"Friends of Africa (Washington DC)","","","Africa-at-Large; African Women Ambassadors Feted At Holiday Gathering","382 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Sports - General;Ethiopian Athletes Dominate Race in Djibouti","136 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Speaking Of People: Pioneer-Propagator of Cultural Dance","944 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Ethiopia Painting Exhibition at the National Museum","183 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Alleged OLF Members Face Charge of Terrorism","255 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;AID for 100,000 Flood Victims from ICRC","193 words"," Africa News","","",
"Dr. Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A Ferenje Pretender to the Ethiopian Throne","1539 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Sports - Soccer;German Football Expert Returning Rome","282 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Sports - General;Ethiopian finishes fourth in Tokyo Marathon","139 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Rights Group Appeals to the Ethiopian Officials","185 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;US Presidential Mission and Africa Trade (Editorial)","385 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;Which Way is Ethiopia's Exchange Rate Regime Moving?","1255 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;World Bank President to Visit Ethiopia","1492 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Over 4 Million Ethiopians Face Risk of Starvation","300 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Good Governance Norms in Africa Must be "Lived Experience"","269 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;US Congressman Holds Discussion with Prime Minister","150 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Canada Answering the Call for Food Aid","97 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;World AIDS Day Observed","213 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;3rd Afro Arab Trade Fair '97 Begins","208 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Sudan; Violence Against Women Sudan 031297","814 words"," Africa News","","",
"The Namibian (Windhoek)","","","Business and Finance;Datatec Group set to expand","442 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;World Bank loan in line for Walvis","562 words"," Africa News","","",
"Hugh Ellis, The Namibian (Windhoek)","","","Namibia;Ups and downs in Oshana","365 words"," Africa News","","",
"Absalom Shigwedha, The Namibian (Windhoek)","","","Namibia;Namibia Movement for Independence branches out...","340 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;'Pay-offs' keep rapists at large","417 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Namibia signs up to ban landmines","396 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;University of Namibia consolidates in North","323 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Aranos magistrate in war of words with superiors","481 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;Namibian Fish companies land late bonus","330 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","South Africa; Court rejects media's request on chemical warfare project","439 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","South Africa; Hearing on possible ban of book to take place in-camera","433 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Voting Called Off In Troubled Spots As Nigerians Elect Lawmakers","546 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;Albright To Make Africa Policy Statement Tuesday","487 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Norway Loans Mozambique 6.5 Million Dollars For Water Project","144 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambican Police Recover Stolen MIG Jet Engines","215 words"," Africa News","","",
"Panafrican News Agency","","","North Africa;Kadhafi Meets Konare In Syrte On Subregional Security","126 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Street fury over delayed nurses salaries","759 words"," Africa News","","",
"Ken Opala, The Nation (Nairobi)","","","Kenya;Police teargas Ngilu meeting","381 words"," Africa News","","",
"Maina Mwaniki, The Nation (Nairobi)","","","Kenya;More gas expected at Mombabsa","341 words"," Africa News","","",
"Eric Odanga, The Nation (Nairobi)","","","Sports - Soccer;Top CAF officials to visit Zanzibar","275 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1153 words"," Africa News","","",
"Alfred Wasike and Simon Kaheru, New Vision (Kampala)","","","Arts and Entertainment;Lucky Dube Deplores Corruption","226 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;Uganda Copper Slags Sold Cheaply","423 words"," Africa News","","",
"Abraham Odeke in Njeru and Kakira, New Vision (Kampala)","","","Business and Finance;Uganda's West Nile MPs Want Madhvani Sugar","156 words"," Africa News","","",
"Edith Kimuli, New Vision (Kampala)","","","Uganda;UPC Wants Last Years Polls Nullified","266 words"," Africa News","","",
"Abraham Odeke in Jinja, New Vision (Kampala)","","","Uganda;Army Intelligence Officer Shot Dead","371 words"," Africa News","","",
"Ofwono Opondo, New Vision (Kampala)","","","East Africa;Buyoya Wants Talks In Uganda","240 words"," Africa News","","",
"John Kakande and Jennifer Bakyawa, New Vision (Kampala)","","","Business and Finance;Sheraton Kampala: MPs Split Over Sale To Karim","496 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Street fury over delayed nurses salaries","759 words"," Africa News","","",
"Ken Opala, The Nation (Nairobi)","","","Kenya;Police teargas Ngilu meeting","381 words"," Africa News","","",
"Maina Mwaniki, The Nation (Nairobi)","","","Kenya;More gas expected at Mombabsa","341 words"," Africa News","","",
"Eric Odanga, The Nation (Nairobi)","","","Sports - Soccer;Top CAF officials to visit Zanzibar","275 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1153 words"," Africa News","","",
"Alfred Wasike and Simon Kaheru, New Vision (Kampala)","","","Arts and Entertainment;Lucky Dube Deplores Corruption","226 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;Uganda Copper Slags Sold Cheaply","423 words"," Africa News","","",
"Abraham Odeke in Njeru and Kakira, New Vision (Kampala)","","","Business and Finance;Uganda's West Nile MPs Want Madhvani Sugar","156 words"," Africa News","","",
"Edith Kimuli, New Vision (Kampala)","","","Uganda;UPC Wants Last Years Polls Nullified","266 words"," Africa News","","",
"Abraham Odeke in Jinja, New Vision (Kampala)","","","Uganda;Army Intelligence Officer Shot Dead","371 words"," Africa News","","",
"Ofwono Opondo, New Vision (Kampala)","","","East Africa;Buyoya Wants Talks In Uganda","240 words"," Africa News","","",
"John Kakande and Jennifer Bakyawa, New Vision (Kampala)","","","Business and Finance;Sheraton Kampala: MPs Split Over Sale To Karim","496 words"," Africa News","","",
"Joseph Olanyo, New Vision (Kampala)","","","Uganda;Uganda named refugee centre","312 words"," Africa News","","",
"Moses Sserwanga, New Vision (Kampala)","","","Arts and Entertainment;Chaos as Lucky Dube tickets sell out in Kampala","225 words"," Africa News","","",
"Jossy Muhangi, New Vision (Kampala)","","","East Africa;Ugandans Burnt In Rwanda","291 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;IGG, Govt In Talks Over Wives' Assets","343 words"," Africa News","","",
"SUNDAY NATION Team, The Nation (Nairobi)","","","Kenya;Sh100m raised at Kanu lunch","1116 words"," Africa News","","",
"Kwendo Opanga (Commentary), The Nation (Nairobi)","","","Kenya;The political promiscuity of the frequent defector","1342 words"," Africa News","","",
"Philip Ochieng (Column), The Nation (Nairobi)","","","Kenya;Why LSK must clean its own house first","787 words"," Africa News","","",
"Andrew Ngwiri (Column), The Nation (Nairobi)","","","Kenya;The 1992 election nightmare","1507 words"," Africa News","","",
"Government of Liberia","","","Liberia; Taylor Address on the Dokie Murders","1110 words"," Africa News","","",
"Joseph Olanyo, New Vision (Kampala)","","","Uganda;Uganda named refugee centre","312 words"," Africa News","","",
"Moses Sserwanga, New Vision (Kampala)","","","Arts and Entertainment;Chaos as Lucky Dube tickets sell out in Kampala","225 words"," Africa News","","",
"Jossy Muhangi, New Vision (Kampala)","","","East Africa;Ugandans Burnt In Rwanda","291 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;IGG, Govt In Talks Over Wives' Assets","343 words"," Africa News","","",
"SUNDAY NATION Team, The Nation (Nairobi)","","","Kenya;Sh100m raised at Kanu lunch","1116 words"," Africa News","","",
"Kwendo Opanga (Commentary), The Nation (Nairobi)","","","Kenya;The political promiscuity of the frequent defector","1342 words"," Africa News","","",
"Philip Ochieng (Column), The Nation (Nairobi)","","","Kenya;Why LSK must clean its own house first","787 words"," Africa News","","",
"Andrew Ngwiri (Column), The Nation (Nairobi)","","","Kenya;The 1992 election nightmare","1507 words"," Africa News","","",
"Government of Liberia","","","Liberia; Taylor Address on the Dokie Murders","1110 words"," Africa News","","",
"United Nations","","","Angola;Annan says both parties responsible for delays in peace","283 words"," Africa News","","",
"United Nations","","","Rwanda; GA Told Rwanda Tribunal Important For Reconciliation","3397 words"," Africa News","","",
"The White House (Washington)","","","United States and Africa; Rangel Trade Mission Underscores U.S. Bipartisan Efforts","246 words"," Africa News","","",
"Human Rights Watch (New York)","","","Burundi; Arms continue to flow to Burundi","1612 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Kenya;"Finance" magazine Publisher charged for article","330 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Swaziland;Swaziland Continues To Harass Activists","364 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zimbabwe;First Ever Strike By Farm Workers In Zimbabwe","1248 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Southern Africa;Consultation On Mozambican Migrants Residing In South Africa","615 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Southern Africa;Trade Negotiations Between South Africa And Zimbabwe","394 words"," Africa News","","",
"The International Freedom Of Expression Exchange","","","Kenya; Publisher of "Finance" magazine abducted","260 words"," Africa News","","",
"Aly Coulibaly, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Senegal Urges Greater Human Resources Development","611 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Two People Crushed To Death By Goods Trains","160 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Mali Wins Cabral Cup","382 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Eritrea Against Sanctions On Burundi","279 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;WHO Director-General Visits Nigeria","219 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;UNCP Sweeps State Parliamentary Polls","305 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;South Africa Bans Hazardous Chemicals","510 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Effect Of Nurses Strike Continues To Bite","295 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Moi Orders Supply Of Food Aid To Flood Victims","338 words"," Africa News","","",
"Ghion Hagos PANA Staff Corespondent, Panafrican News Agency","","","Africa-at-Large;France, ECA Sign Technical Cooperation Pact","166 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;10,000 Trees To Be Planted In Gowe South","159 words"," Africa News","","",
"Panafrican News Agency","","","Cameroon;President Biya Reappoints Prime Minister Musonge","379 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Zimbabwe Deported 2,170 Illegal Migrants In 1997","115 words"," Africa News","","",
"Panafrican News Agency","","","Congo Kinshasa;Zimbabwe To Train Congolese Police Force","285 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe To Analyse Its Biodiversity Status","434 words"," Africa News","","",
"Farai Dzirutwe, PANA Correspondent, Panafrican News Agency","","","Science and Health;Zimbabwe's Scattered Anti-Pollution Laws Slammed","802 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Results Of State Assemblies' Elections Trickle In","553 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;African Governments Urged To Speak Out On AIDS","276 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Meeting Discusses Role Of Governments In Stemming Aids Pandemic","486 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Brazil Overcomes South Africa 2-1 In Soccer Friendly","80 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;AIDS Conference Focuses On Development","293 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;President Chiluba Leaves For Zimbabwe","107 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Mugabe Fumes Over Land Issue","562 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Chissano Sacks Attorney-General","404 words"," Africa News","","",
"John Mwaura, PANA Correspondent, Panafrican News Agency","","","Kenya;Candidates To Present Nomination Papers Monday","223 words"," Africa News","","",
"Lovemore Chikova, PANA Correspondent, Panafrican News Agency","","","Zimbabwe;Religion Mushrooming Churches Under Spotlight","862 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Power Dyanamos Win 1997 Premier Soccer League","330 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","977 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Zambian Government Expels SA Journalists","396 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;The Great Betrayal is a best seller in southern Africa","296 words"," Africa News","","",
"Sports Writer, Zimbabwe Standard (Harare)","","","Sports - General;Shell Speedfest thrills motorcycling fans","622 words"," Africa News","","",
"Thabo Kunene, Zimbabwe Standard (Harare)","","","Zimbabwe;What constitutes a war hero?","995 words"," Africa News","","",
"Sports Writer, Zimbabwe Standard (Harare)","","","Sports - Soccer;Possible takeover for Zimbabwe Football Association","759 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;President's term of office may be limited if reforms pass","677 words"," Africa News","","",
"Thabo Kunene, Zimbabwe Standard (Harare)","","","Zimbabwe;Parents up in arms over teachers who don't speak Ndebele language","552 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Mpofu accused of harassing and assaulting Tshabalala residents","553 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Comment: This is new-age thinking","920 words"," Africa News","","",
"Joyce Hamba, Zimbabwe Standard (Harare)","","","Science and Health;HIV cases have dropped by 34% in some areas of Zimbabwe","537 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Zimbabwe;Fashionable to bash the rich","2112 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zambia;Zambia News Roundup","1273 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zambia;Chiluba's Cabinet Reshuffle Gives New Light To Presidential Race","1001 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Angola;Angola News Roundup","2419 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Angola;Health System Still Sick","669 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Call for National Party to come clean on secret graves","309 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga backs Zuma for deputy president","421 words"," Africa News","","",
"Star Radio (Monrovia)","","","Liberia; Liberian Daily News Bulletin","1298 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Image repair (Editorial)","651 words"," Africa News","","",
"Joe Kaunda and Chilombo Mwondela, Post of Zambia (Lusaka)","","","Business and Finance;Bank of Zambia blamed for bank closures","852 words"," Africa News","","",
"Sam Mujuda, Post of Zambia (Lusaka)","","","Zambia;AKA criticises government's image repair team","376 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Business and Finance;K10m pledged for Zambian tourism investment","316 words"," Africa News","","",
"Chilombo Mwondela and Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Parties invited to register for talks","368 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;FTJ linked to torture","726 words"," Africa News","","",
"Lucy Sichone (Column), Post of Zambia (Lusaka)","","","Zambia;Lucy On Monday: Churches in Zambia become big business","467 words"," Africa News","","",
"Akashambatwa Mbikusita-Lewanka (Commentary), Post of Zambia (Lusaka)","","","Zambia;FTJ's tribal first eleven","1029 words"," Africa News","","",
"Juliet Nankinga, New Vision (Kampala)","","","Business and Finance;Special Vehicle Firm Starts in Uganda Next Year","151 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Business and Finance;Strong Barriers To Adding Value","460 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Taxation Squeezes Ugandan Beverage Expansion","408 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Uganda;Probe Kabarole Killings --Museveni","155 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;Rurangaranga To Sue Obote","318 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Business and Finance;Uganda Commercial Bank Buyers On The Way","311 words"," Africa News","","",
"Patrick Opio, New Vision (Kampala)","","","Uganda;UNICEF To Cut Aid To North","186 words"," Africa News","","",
"Alfred Wasike, Simon Kaheru and Emmy Allio, New Vision (Kampala)","","","Arts and Entertainment;30,000 Enjoy Dube Show","637 words"," Africa News","","",
"John Eremu, New Vision (Kampala)","","","Uganda;Museveni Meets World Bank Boss","275 words"," Africa News","","",
"Grace Matsiko and Nathan Etengu, New Vision (Kampala)","","","Uganda;Floods Destroy 700 Homes In Mbale","401 words"," Africa News","","",
"James Mujuni, New Vision (Kampala)","","","Uganda;Arrest Corrupt Ministers-Otafiire","317 words"," Africa News","","",
"Ofwono-Opondo, New Vision (Kampala)","","","East Africa;Uganda Mercenaries Arrested In Burundi","439 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Namibia signs up to ban landmines","396 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;Unam consolidates in North","324 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Business and Finance;World Bank loan in line for Walvis","561 words"," Africa News","","",
"Lesley Paton, The Namibian (Windhoek)","","","Arts and Entertainment;The Hope In The Fire From People's Choice","377 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;Fish companies land late bonus","330 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;'Pay-offs' keep rapists at large","417 words"," Africa News","","",
"Kate Burling, The Namibian (Windhoek)","","","Namibia;Scathing attack on men As Swakop marches over child rape","511 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Land reform 'painfully slow' says the President","592 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Suspect killed as mob storms cops","200 words"," Africa News","","",
"Silas Nthiga, The Nation (Nairobi)","","","Kenya;Women in plea to Army boss","241 words"," Africa News","","",
"Kipkoech Tanui And Noor Ali, The Nation (Nairobi)","","","Kenya;Raging floods displace over 40 Isiolo families","253 words"," Africa News","","",
"The Nation (Nairobi)","","","Business and Finance;A useful idea for faculty to ponder (Editorial)","372 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Ministry tight-lipped as nurses strike bites","808 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Party chaos on nomination eve","579 words"," Africa News","","",
"Argus Corespondent, Cape Argus (Cape Town)","","","Science and Health;Virodene team hails official trials move","398 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Nat leaders challenged to watch digging up of bodies","226 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Sports - General;Reborn Springboks (Editorial)","305 words"," Africa News","","",
"Blackman Ngoro, Cape Argus (Cape Town)","","","South Africa;New pastures for Namaqualand's shepherds","457 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;New farmers sow the seeds for success","1265 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Arts and Entertainment;R500-m film studio for city?","346 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","South Africa;Farm union's black female boss spurns race card","128 words"," Africa News","","",
"Iain McDonald, Cape Argus (Cape Town)","","","Arts and Entertainment;Cinema shake-up for city","408 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Drastic spending cuts Province acts as deficit reaches R782-m","307 words"," Africa News","","",
"All Africa Press Service","","","Ghana;Libation Debate Rages On In Ghana","825 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Diabetes Striking Hard In Africa","891 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Churches Gear Up For Future Pastoral Challenges","871 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Announcing: Relocation Of ACLCA Headquarters","92 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;WACC Challenges Assembly Delegates On Justice","417 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Rebels In Uganda/Congo Forests Face Action","240 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Africa's Catholics Prepare For Jubilee Activities","583 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Synod Decries Women And Child Abuse","408 words"," Africa News","","",
"All Africa Press Service","","","Chad;Chadian Rebels Kill Seven In Orgy Of Violence","427 words"," Africa News","","",
"All Africa Press Service","","","East Africa;More Expected From The Church In Great Lakes Region","168 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Amnesty From Truth Commission Evokes Harsh Criticism","713 words"," Africa News","","",
"Edwin Musaika, Assistant Political Editor, Times of Zambia (Lusaka)","","","Zambia;Housing policy: Learn from SA","1152 words"," Africa News","","",
